"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","2","1","1","3","3","2","2","1","3","1","2","1","3","3","2","2","1","1","3","6","3"
"2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","3","1","2","3","1","2","3","1","2","3","1","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","3","5"
"3","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","3","2","3","3","2","1","2","1","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","3","1","1","3","2","3","2","3","2","1","5","3"
"4","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","3","3","2","2","1","3","1","2","3","1","1","3","3","2","2","1","3","1","2","3","1","1","3","3","2","2","1","3","1","2","3","1","4"
"5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","7"
"6","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","3","7"
"7","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","2","2","3","3","3","3","1","1","2","2","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","3","3"
"8","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","1","1","3","2","3","1","2","1","3","3","2","1","1","3","2","3","1","2","1","3","3","2","1","1","3","2","3","1","2","1","3","3","2","6","4"
"9","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","3","2","3","2","1","2","2","1","3","1","1","3","2","3","2","1","2","2","1","3","1","1","3","2","3","2","1","2","2","1","3","1","4","7"
"10","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","3","3","1","3","2","2","3","2","1","3","2","1","1","2","1","3","3","1","3","2","1","3","2","2","3","2","1","1","2","1","3","4","2"
"11","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","3","4"
"12","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","1","2","2","3","3","2","2","3","3","2","2","2","3","3","1","1","3","3","1","1","3","3","3","1","1","2","2","1","1","2","2","1","2"
"13","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","3","3","2","2","3","3","1","1","1","1","2","3","3","2","2","3","3","1","1","1","1","2","3","3","2","2","3","3","1","1","1","1","6","4"
"14","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","3","1"
"15","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","2","2","3","3","3","3","1","1","2","2","1","2","2","3","3","3","3","1","1","2","2","2","1"
"16","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","3","2","3","3","2","1","2","1","2","1","3","1","3","1","1","3","2","3","2","3","2","1","2","1","2","2","1","3","1","3","1","3","2","2","2"
"17","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","3","3","1","3","2","2","3","2","1","2","1","3","3","1","3","2","2","3","2","1","2","1","3","3","1","3","2","2","3","2","1","1","1"
"18","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","3","2","1","2","1","3","1","1","3","2","3","1","3","2","3","2","1","2","2","1","3","1","2","1","3","1","3","2","3","3","2","1","2","6","5"
"19","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","9"
"20","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","3","3","2","1","2","3","1","3","2","2","1","1","1","3","2","3","1","2","1","3","3","2","2","2","1","3","1","2","3","2","1","1","3","1","2"
"21","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","3","1","2","1","3","3","2","2","1","1","3","2","3","1","3","2","2","1","1","3","3","2","1","2","3","2","1","1","3","3","2","2","1","6","6"
"22","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","3","1","3","2","3","3","2","1","2","1","3","2","3","2","1","2","2","1","3","1","3","2","1","2","1","3","1","1","3","2","3","4","3"
"23","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","2","2","1","3","1","2","3","2","1","1","3","6","6"
"24","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","6","7"
"25","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","3","3","2","2","1","1","3","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","2","2"
"26","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","3","3","1","3","2","2","3","2","1","1","3","2","2","3","2","1","1","2","1","3","3","2","1","1","2","1","3","3","1","3","2","3","3"
"27","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","1","3","3","2","2","1","3","1","2","3","3","3","2","2","1","1","3","2","3","1","2","2","2","1","1","3","3","2","1","2","3","1","1","6"
"28","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","2","1","1","2","2","3","3","3","3","1","2","2","1","1","2","2","3","3","3","3","1","2","2","1","1","2","2","3","3","3","3","6","1"
"29","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","3","1","3","1","3","2","3","2","3","3","2","1","2","1","2","1","3","1","3","1","1","3","2","3","2","3","2","1","2","8"
"30","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","3","3","2","2","3","3","1","1","1","1","3","1","1","3","3","1","1","2","2","2","2","1","2","2","1","1","2","2","3","3","3","3","4","5"
"31","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","3","2","1","2","1","3","1","1","3","2","3","2","1","3","1","3","2","3","3","2","1","2","1","3","2","3","2","1","2","2","1","3","1","4","6"
"32","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","3","3","2","2","3","3","3","3","3","1","1","2","2","1","1","2","2","2","2","2","3","3","1","1","3","3","1","1","4","3"
"33","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","3","2","1","1","3","3","2","2","1","3","1","2","1","3","3","2","2","1","1","3","2","3","1","3","2","2","1","1","3","3","2","6","9"
"34","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","3","2","1","1","2","1","3","3","1","3","2","3","2","1","1","2","1","3","3","1","3","2","3","2","1","1","2","1","3","3","1","3","2","1","4"
"35","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","1","2","2","3","3","3","3","2","3","3","2","2","3","3","1","1","1","1","3","1","1","3","3","1","1","2","2","2","2","4","2"
"36","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","2","6"
"37","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","2","1","2","1","2","1","3","1","3","2","3","3","2","3","2","3","2","1","2","1","3","1","6","5"
"38","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","1","7"
"39","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","3","2","1","1","2","1","3","3","1","3","2","1","3","2","2","3","2","1","1","2","1","3","2","1","3","3","1","3","2","2","3","2","1","4","5"
"40","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","3","3","1","1","1","1","2","2","3","3","3","1","1","2","2","2","2","3","3","1","1","1","2","2","3","3","3","3","1","1","2","2","5","5"
"41","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","3","3","2","1","2","3","1","3","2","2","1","3","3","2","1","2","3","1","3","2","2","1","3","3","2","1","2","3","1","3","2","2","1","6","1"
"42","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","3","1","3","1","3","2","3","2","1","2","3","2","3","2","3","2","1","2","1","3","1","2","1","2","1","2","1","3","1","3","2","3","2","6"
"43","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","3","1","3","2","3","2","1","2","1","2","1","3","1","3","2","3","2","1","2","1","2","1","3","1","3","2","3","3","7"
"44","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","3","1","3","2","2","1","1","3","3","2","3","1","2","1","3","3","2","2","1","1","3","1","2","3","2","1","1","3","3","2","2","1","3","2"
"45","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","4","4"
"46","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","5","8"
"47","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","3","2","3","2","1","2","2","1","3","1","3","2","1","2","1","3","1","1","3","2","3","2","1","3","1","3","2","3","3","2","1","2","4","9"
"48","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","1","1","3","3","2","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","2","8"
"49","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","2","2","3","3","2","2","3","3","3","3","3","1","1","2","2","1","1","2","2","4","6"
"50","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","3","1","2","3","2","1","1","3","3","3","2","1","2","3","1","3","2","2","1","1","1","3","2","3","1","2","1","3","3","2","1","8"
"51","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","1","2","2","3","3","3","3","1","1","2","2","3","9"
"52","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","1","2","2","1","3","1","2","1","3","1","3","2","3","3","2","1","2","3","2","1","2","1","3","1","1","3","2","3","6","8"
"53","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","3","3","1","1","3","3","1","1","2","2","2","3","3","1","1","3","3","1","1","2","4"
"54","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","3","1","1","3","3","1","1","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","1","2","2","1","1","2","2","3","3","3","3","5","9"
"55","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","3","2","2","3","2","1","1","2","1","3","3","2","1","1","2","1","3","3","1","3","2","2","1","3","3","1","3","2","2","3","2","1","3","9"
"56","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","3","3","3","1","1","2","2","1","1","2","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","2","2","3","3","2","2","3","3","4","9"
"57","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","1","1","2","2","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","5","3"
"58","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","3","1","2","3","1","2","3","1","2","3","1","3","8"
"59","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","3","3","2","2","3","3","1","1","1","2","2","3","3","2","2","3","3","1","1","1","2","2","3","3","2","2","3","3","2","1"
"60","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","1","7"
"61","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","3","1","3","2","3","3","2","1","2","2","1","3","1","3","2","3","3","2","1","2","2","1","3","1","3","2","3","3","2","1","2","4","1"
"62","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3"
"63","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","3","1","1","2","2","2","2","3","3","1","1","3","1","1","2","2","2","2","3","3","1","1","3","1","1","2","2","2","2","3","3","1","1","2","7"
"64","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","1","3","3","2","2","1","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","2","5"
"65","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","3","1","2","1","3","3","2","2","1","1","3","1","2","3","2","1","1","3","3","2","2","1","2","3","1","3","2","2","1","1","3","3","2","3","5"
"66","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","3","1","1","2","2","2","2","3","3","1","1","1","2","2","3","3","3","3","1","1","2","2","2","3","3","1","1","1","1","2","2","3","3","5","8"
"67","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","5","5"
"68","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","1","3","1","1","3","2","3","2","3","2","1","1","3","1","1","3","2","3","2","3","2","1","1","3","1","1","3","2","3","2","3","2","1","5","4"
"69","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","2","1","2","1","3","1","3","2","3","1","3","1","3","1","3","2","3","2","1","2","3","2","3","2","3","2","1","2","1","3","1","2","9"
"70","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","3","3","2","2","1","1","3","2","3","1","2","2","2","1","1","3","3","2","1","2","3","1","1","1","3","3","2","2","1","3","1","2","3","1","3"
"71","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","3","3","3","1","1","2","2","1","1","2","2","3","3","3","1","1","2","2","1","1","2","2","3","3","3","1","1","2","2","1","1","2","2","2","7"
"72","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","3","1","3","1","3","2","1","3","1","1","3","2","3","2","3","2","1","3","2","3","3","2","1","2","1","2","1","3","5","9"
"73","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","3","1","1","3","2","3","2","3","2","1","3","2","3","3","2","1","2","1","2","1","3","2","1","2","2","1","3","1","3","1","3","2","5","6"
"74","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","3","3","2","2","1","1","3","2","3","1","2","3","3","2","2","1","1","3","2","3","1","2","3","3","2","2","1","1","3","2","3","1","2","1","1"
"75","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","1","6"
"76","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","3","1","2","3","2","1","1","3","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","6","9"
"77","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","4"
"78","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","3","2","3","2","3","2","1","2","1","3","1","1","3","1","3","1","3","2","3","2","1","2","2","1","2","1","2","1","3","1","3","2","3","6","2"
"79","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","5","2"
