"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57"
"81","2","1","2","1","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","4","2","3","2","2","2","2","1","1","1","2","2","1","2","3","4","3","3","2","7","1","8","3"
"82","2","2","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","1","1","4","3","4","2","4","4","2","1","2","1","1","4","3","3","3","4","2","4","2","5","6"
"83","2","1","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","3","2","2","2","3","3","1","4","4","1","1","2","4","4","2","2","2","2","4","3","2","1","10"
"84","2","2","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","3","4","1","4","1","1","3","1","1","4","3","4","1","2","1","2","1","1","2","4","7","1","5"
"85","1","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","1","4","2","2","3","3","4","1","1","4","2","2","3","4","2","4","1","1","7","6","4"
"86","2","1","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","3","3","4","3","4","4","1","3","1","1","1","4","1","1","4","2","2","4","2","6","7","2","1"
"87","1","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","3","2","1","4","4","4","1","4","1","2","2","2","1","4","2","3","3","1","4","1","4","2"
"88","2","2","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","4","3","3","4","1","1","4","2","1","1","4","4","3","1","3","1","1","3","1","7","4","6","10"
"89","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","2","4","2","1","2","1","4","2","3","3","1","1","2","1","2","4","1","5","2","7","16"
"90","2","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","4","3","1","3","2","3","1","2","2","2","4","4","4","2","3","1","4","1","8","6","6","3"
"91","2","2","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","3","1","3","1","2","2","3","2","4","4","3","2","4","3","3","2","1","3","4","5","2","2","14"
"92","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","3","3","4","4","2","3","4","1","3","3","3","2","3","3","3","3","3","2","2","8","4","7","8"
"93","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","4","3","1","4","4","3","2","1","4","2","1","3","1","4","3","2","4","2","3","7","6","2","15"
"94","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","4","2","1","2","4","1","1","3","2","3","2","4","4","2","2","4","4","3","3","4","2","4","8"
"95","2","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","4","4","1","3","1","2","3","2","1","4","3","3","3","3","2","1","4","1","4","3","7","15"
"96","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","4","3","2","1","4","1","1","2","1","3","2","3","4","4","4","2","4","4","6","6","14"
"97","2","2","2","2","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","4","2","2","3","1","4","3","3","1","2","3","4","1","1","3","3","2","4","5","7","6","13"
"98","1","2","1","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","4","3","1","4","3","2","4","4","3","3","1","3","1","3","4","3","1","2","3","3","6","1"
"99","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","3","4","3","4","3","2","4","3","2","2","3","2","4","2","4","2","2","1","3","7","8","5","2"
"100","2","2","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","4","4","2","2","3","2","4","2","2","3","4","2","4","1","4","2","3","2","5","1","2","12"
"101","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","4","1","3","2","2","2","4","4","1","1","3","2","3","4","1","2","6","2","6","2"
"102","1","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","4","3","1","3","2","4","3","3","2","4","3","1","3","2","4","3","1","4","3","5","1","7","10"
"103","2","2","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","4","2","1","1","2","2","4","1","4","1","4","2","2","4","1","1","1","1","3","2","5","5","1"
"104","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","3","4","3","4","1","4","1","2","4","3","4","3","3","3","3","1","3","1","1","2","5"
"105","1","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","3","4","2","4","4","2","1","1","1","4","2","1","3","2","3","1","1","4","5","5","1","4"
"106","2","1","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","3","4","1","3","1","1","2","1","3","1","3","4","4","4","4","3","1","1","5","1","13"
"107","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","3","2","4","2","1","4","2","2","3","3","1","4","1","4","3","2","1","2","1","8","1","5","13"
"108","2","1","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","3","2","1","3","1","1","4","2","4","3","3","1","4","1","1","1","2","2","7","8","4","4"
"109","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","3","3","2","4","3","1","2","2","2","4","2","1","1","2","3","4","2","3","4","8","6","3","1"
"110","2","1","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","4","1","1","2","4","1","2","3","1","3","3","2","1","2","4","4","1","3","8","4","2","6"
"111","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","3","1","1","1","3","4","1","1","1","3","2","1","2","2","3","1","4","2","2","5","8","6","11"
"112","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","4","3","3","4","2","4","1","3","3","4","1","1","4","4","2","2","3","2","2","4","5","6","12"
"113","2","2","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","2","3","1","4","2","3","3","2","3","2","3","1","3","4","2","1","4","4","8","1","3"
"114","2","1","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","3","3","1","2","4","2","1","3","4","4","3","4","2","4","3","4","3","4","3","7","5","9"
"115","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","3","4","4","1","4","1","3","3","1","2","3","2","2","4","1","4","4","6","8","2","7"
