"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"1","2","1","2","1","2","2","2","1","1","2","2","2","1","3","1","3","4","1","2","4","10"
"2","2","1","2","1","2","2","2","1","1","2","2","2","3","1","3","1","1","4","3","1","14"
"3","2","1","1","2","2","2","1","2","1","1","1","2","4","1","3","1","4","2","3","4","4"
"4","2","1","1","2","2","2","1","2","1","1","1","4","1","2","4","3","1","3","4","2","6"
"5","2","1","2","1","2","1","2","2","2","2","1","4","3","1","4","1","2","1","3","2","2"
"6","2","2","2","2","1","2","1","2","1","2","2","1","4","3","4","1","2","3","2","1","9"
"7","1","2","2","1","2","1","2","2","1","1","1","3","2","1","1","2","3","3","2","1","4"
"8","1","1","1","1","1","1","1","1","1","1","1","2","3","3","2","2","4","3","3","3","7"
"9","2","1","1","2","2","2","1","2","1","1","1","1","2","4","1","4","3","4","2","3","2"
"10","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1"
"11","2","1","2","2","1","1","1","1","2","1","2","3","4","2","3","2","1","2","4","1","2"
"12","1","2","2","1","2","1","2","2","1","1","1","3","1","2","2","1","1","1","4","3","2"
"13","1","2","2","2","1","1","2","2","1","1","1","3","2","1","4","2","3","3","1","4","14"
"14","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","2","4","4","4","11"
"15","1","2","1","1","1","2","1","2","2","2","1","4","2","3","3","2","1","1","2","4","10"
"16","1","1","1","1","1","1","1","1","1","1","1","2","4","4","1","1","2","1","1","1","9"
"17","2","1","1","2","2","1","1","1","2","1","2","3","2","4","2","4","4","1","2","4","14"
"18","1","2","2","1","2","1","1","1","1","2","2","4","1","2","3","1","4","4","2","3","14"
"19","1","1","2","1","2","2","1","2","2","1","2","4","3","3","2","2","3","4","4","4","3"
"20","1","2","2","1","2","1","2","2","1","1","1","3","4","3","3","4","2","2","3","4","8"
"21","2","2","2","2","1","1","2","2","2","1","2","2","3","2","1","4","3","1","3","2","1"
"22","1","2","2","1","2","1","2","2","1","1","1","3","3","4","4","3","4","4","1","2","6"
"23","2","1","1","1","1","2","2","1","1","2","2","2","1","3","2","3","4","3","1","4","2"
"24","2","2","1","2","2","1","1","1","2","2","1","2","1","3","4","2","3","4","3","1","11"
"25","2","2","2","2","1","2","1","2","1","2","2","3","1","4","1","2","4","1","3","2","13"
"26","2","1","1","1","1","2","2","1","1","2","2","3","2","1","3","4","2","4","3","1","6"
"27","2","2","1","2","2","2","2","1","1","1","1","4","1","4","3","2","1","3","1","4","1"
"28","2","2","2","1","2","1","1","1","2","2","1","1","1","4","3","2","3","1","3","2","7"
"29","2","2","1","1","1","2","1","2","1","2","2","3","2","3","4","1","2","4","2","3","1"
"30","1","2","1","2","2","2","1","2","2","2","1","2","4","3","3","4","4","4","1","2","2"
"31","2","1","1","2","2","1","1","1","2","1","2","3","4","2","4","2","1","4","3","1","10"
"32","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","3","3","2","1","8"
"33","2","1","2","2","1","1","1","1","2","1","2","2","3","4","2","1","3","1","2","4","6"
"34","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","1","3","3","3","11"
"35","1","2","2","2","1","1","1","1","1","2","2","4","1","2","2","1","4","4","1","2","4"
"36","2","1","1","1","1","1","2","2","2","2","1","4","4","2","4","2","4","1","2","4","8"
"37","1","1","2","2","1","2","2","1","2","2","1","3","2","2","3","3","1","2","2","2","7"
"38","2","2","2","2","1","1","2","2","2","1","2","2","2","3","4","1","4","2","4","1","7"
"39","1","1","1","2","2","1","2","2","1","2","2","1","2","2","3","3","2","1","1","1","3"
"40","2","1","1","2","2","1","1","1","2","1","2","3","3","1","3","1","3","2","1","3","8"
