"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"41","2","2","1","1","1","1","2","2","2","1","2","2","4","1","4","3","1","4","2","3","13"
"42","2","2","1","1","1","2","1","2","1","2","2","3","1","4","3","2","4","2","4","1","3"
"43","1","2","1","1","1","2","1","2","2","2","1","2","3","4","1","3","2","2","4","1","14"
"44","2","2","2","1","2","2","2","1","1","1","1","2","3","4","3","2","1","4","1","2","9"
"45","1","1","2","2","1","2","2","1","2","2","1","3","1","1","4","4","3","4","4","4","9"
"46","1","2","2","2","1","1","1","1","1","2","2","4","3","4","4","3","1","1","4","3","8"
"47","2","2","1","2","2","2","2","1","1","1","1","4","3","2","1","4","4","2","4","1","5"
"48","2","2","2","2","1","1","2","2","2","1","2","2","4","1","2","3","1","3","1","4","3"
"49","2","1","2","1","2","1","2","2","2","2","1","1","4","3","1","2","4","2","1","3","6"
"50","1","2","2","2","1","1","1","1","1","2","2","4","2","1","1","2","2","2","3","4","2"
"51","1","2","1","1","1","2","2","1","2","1","2","1","2","1","1","2","4","4","1","2","8"
"52","1","2","1","1","1","2","2","1","2","1","2","1","3","4","4","3","3","3","2","1","2"
"53","1","2","2","2","1","1","2","2","1","1","1","1","3","2","2","3","4","4","3","1","10"
"54","1","1","2","1","2","2","1","2","2","1","2","2","2","2","4","4","4","1","1","1","13"
"55","2","2","1","1","1","1","2","2","2","1","2","1","2","4","3","1","4","3","4","2","11"
"56","2","1","2","1","2","2","2","1","1","2","2","2","2","4","2","4","2","3","4","2","8"
"57","1","1","2","1","2","2","1","2","2","1","2","4","4","4","1","1","1","2","2","2","5"
"58","2","1","1","1","1","2","2","1","1","2","2","1","3","2","4","2","3","1","4","3","4"
"59","1","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","1","1","4","3","6"
"60","1","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","1"
"61","2","2","1","2","2","2","2","1","1","1","1","4","4","1","2","3","2","4","2","3","7"
"62","2","2","2","1","2","1","1","1","2","2","1","1","2","3","4","1","1","3","1","4","5"
"63","1","2","2","1","2","1","1","1","1","2","2","1","2","4","4","3","1","2","3","4","12"
"64","2","2","2","1","2","2","2","1","1","1","1","3","4","2","1","3","2","1","2","4","11"
"65","1","1","1","1","1","1","1","1","1","1","1","3","3","3","4","4","4","2","2","2","11"
"66","1","2","2","2","1","1","1","1","1","2","2","4","4","3","3","4","3","3","2","1","6"
"67","1","1","2","1","2","2","1","2","2","1","2","3","3","3","3","3","3","3","3","3","1"
"68","1","1","1","2","2","1","2","2","1","2","2","4","4","4","3","3","3","1","1","1","11"
"69","2","2","1","1","1","1","2","2","2","1","2","4","1","2","1","4","3","2","3","4","9"
"70","1","1","1","2","2","1","2","2","1","2","2","1","4","4","1","1","3","4","4","4","7"
"71","1","2","1","1","1","2","2","1","2","1","2","1","4","3","3","4","1","1","4","3","4"
"72","2","1","1","2","2","1","1","1","2","1","2","3","1","3","1","3","2","3","4","2","12"
"73","2","2","2","1","2","1","1","1","2","2","1","1","3","2","1","4","2","4","2","3","3"
"74","1","1","1","2","2","1","2","2","1","2","2","1","1","1","4","4","4","3","3","3","5"
"75","2","1","2","2","1","2","1","2","1","1","1","1","1","3","1","3","1","4","3","1","8"
"76","2","1","2","2","1","1","1","1","2","1","2","4","2","3","1","3","2","4","1","2","4"
"77","1","2","1","2","2","2","2","1","2","1","2","1","4","3","2","4","1","1","3","2","14"
"78","2","2","1","1","1","2","1","2","1","2","2","3","3","2","1","4","1","3","1","4","7"
"79","1","2","2","1","2","1","1","1","1","2","2","2","4","1","1","4","3","3","4","2","10"
"80","1","1","1","2","2","1","2","2","1","2","2","1","3","3","2","2","1","2","2","2","9"
"81","1","2","1","2","2","2","1","2","2","2","1","2","3","4","4","3","2","2","3","4","4"
"82","2","2","1","2","2","1","1","1","2","2","1","1","3","2","3","4","2","3","1","4","13"
"83","1","2","1","1","1","2","2","1","2","1","2","1","1","2","2","1","2","2","3","4","6"
"84","2","2","1","1","1","2","1","2","1","2","2","3","4","1","2","3","3","1","3","2","5"
"85","1","1","2","1","2","2","1","2","2","1","2","4","1","1","4","4","2","1","1","1","7"
"86","1","1","1","2","2","1","2","2","1","2","2","3","3","3","1","1","1","4","4","4","13"
"87","1","2","1","1","1","2","1","2","2","2","1","3","4","2","2","1","3","4","1","2","12"
"88","2","2","2","2","1","1","2","2","2","1","2","2","1","4","3","2","2","4","2","3","5"
"89","1","2","1","2","2","2","2","1","2","1","2","3","1","4","4","1","2","2","1","3","10"
"90","2","1","2","1","2","2","2","1","1","2","2","2","4","2","4","2","3","2","1","3","12"
"91","1","1","2","1","2","2","1","2","2","1","2","4","2","2","3","3","4","3","3","3","9"
"92","2","1","1","1","1","1","2","2","2","2","1","4","1","3","1","3","3","2","1","3","14"
"93","1","1","2","2","1","2","2","1","2","2","1","3","4","4","1","1","4","3","3","3","3"
"94","1","1","1","1","1","1","1","1","1","1","1","2","1","1","4","4","1","2","2","2","3"
"95","2","1","2","2","1","2","1","2","1","1","1","1","3","1","3","1","4","1","2","4","12"
"96","1","1","2","2","1","2","2","1","2","2","1","3","3","3","2","2","2","1","1","1","5"
"97","2","2","1","2","2","1","1","1","2","2","1","3","2","1","2","3","4","1","4","3","9"
"98","2","2","2","2","1","2","1","2","1","2","2","4","3","1","2","4","1","2","1","3","11"
"99","1","1","2","2","1","2","2","1","2","2","1","1","1","1","3","3","3","2","2","2","13"
"100","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","3","3","4","4","4","5"
"101","2","1","1","1","1","1","2","2","2","2","1","4","2","4","2","4","1","4","3","1","12"
"102","2","2","2","1","2","1","1","1","2","2","1","1","4","1","2","3","4","2","4","1","1"
"103","1","2","2","2","1","1","2","2","1","1","1","2","1","3","3","4","2","1","4","3","12"
"104","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"105","2","1","2","2","1","2","1","2","1","1","1","1","4","2","4","2","2","3","4","2","14"
"106","2","2","2","1","2","2","2","1","1","1","1","4","2","3","2","1","3","2","4","1","13"
"107","2","1","2","2","1","2","1","2","1","1","1","1","2","4","2","4","3","2","1","3","10"
"108","2","1","1","1","1","1","2","2","2","2","1","4","3","1","3","1","2","3","4","2","10"
"109","1","2","1","2","2","2","2","1","2","1","2","4","3","1","1","2","4","3","2","1","12"
"110","2","2","1","2","2","2","2","1","1","1","1","4","2","3","4","1","3","1","3","2","3"
"111","1","1","1","1","1","1","1","1","1","1","1","4","4","4","2","2","2","3","3","3","13"
"112","2","1","2","1","2","1","2","2","2","2","1","3","1","4","2","4","1","3","2","1","4"
