"","name","nruns","lineage"
"739","L96.2.27.3.1.4.15.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)(4~1!2~3;)"
"740","L96.2.27.4.19.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"741","L96.2.27.4.15.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"742","L96.2.26.4.23",96,""
"743","L96.2.26.4.20.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"744","L96.2.25.3.1.4.21",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"745","L96.2.24.3.1.4.16.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)(4~1!2~3;)"
"746","L96.2.24.4.20.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"747","L96.2.24.4.16.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"748","L96.2.23.4.21.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"749","L96.2.22.3.1.4.22",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"750","L96.2.21.3.1.4.17.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)(4~1!2~3;)"
"751","L96.2.21.4.21.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"752","L96.2.21.4.17.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"753","L96.2.20.4.22.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"754","L96.2.19.3.1.4.23",96,""
"755","L96.2.18.3.1.4.18.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)(4~1!2~3;)"
"756","L96.2.18.4.22.12.1",96,""
"757","L96.2.18.4.18.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"758","L96.2.17.4.23.6.1",96,""
"759","L96.2.15.3.1.4.19.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)(4~1!2~3;)"
"760","L96.2.15.4.19.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"761","L96.2.12.3.1.4.20.8.1",96,"2~12;4~20;24~1;:(24~1!3~1;8~1;)"
"762","L96.2.12.4.20.24.1",96,""
"763","L96.3.1.32.1",96,""
"764","L98.2.1.7.15",98,"7~14;14~1;:(14~1!2~1;7~1;)"
"765","L98.2.1.49.1",98,""
"766","L98.7.14.14.1",98,""
"767","L99.3.14.11.1",99,"3~13;33~1;:(33~1!3~1;11~1;)"
"768","L99.3.13.33.1",99,""
"769","L99.9.1.11.1",99,""
"770","L100.2.99",100,""
"771","L100.2.51.5.3",100,""
"772","L100.2.40.5.4",100,""
"773","L100.2.34.5.3.10.1",100,""
"774","L100.2.29.5.5",100,""
"775","L100.2.22.5.6",100,"2~22;25~1;:(25~1!5~6;)"
"776","L100.2.22.25.1",100,""
"777","L100.2.19.5.20",100,"5~20;20~1;:(20~1!2~19;)"
"778","L100.2.18.5.9.10.1",100,""
"779","L100.2.17.5.4.10.2",100,"2~16;5~3;10~3;:(10~1!2~1;5~1;)"
"780","L100.2.16.5.3.10.3",100,""
"781","L100.2.8.5.21",100,"5~20;20~1;:(20~1!2~8;5~1;)"
"782","L100.2.7.5.10.10.1",100,""
"783","L100.2.6.5.5.10.2",100,"2~5;5~4;10~3;:(10~1!2~1;5~1;)"
"784","L100.2.5.5.4.10.3",100,""
"785","L100.2.4.10.4",100,""
"786","L100.2.2.5.20.10.1",100,"5~20;20~1;:(20~1!2~2;10~1;)"
"787","L100.2.2.50.1",100,""
"788","L100.2.1.5.9.10.2",100,"5~8;10~3;:(10~1!2~1;5~1;)"
"789","L100.4.1.5.21",100,"5~20;20~1;:(20~1!4~1;5~1;)"
"790","L100.4.1.25.1",100,""
"791","L100.5.20.20.1",100,""
"792","L100.5.8.10.3",100,""
"793","L102.2.1.3.1.17.1",102,"2~1;51~1;:(51~1!3~1;17~1;)"
"794","L102.2.1.51.1",102,""
"795","L102.3.1.34.1",102,""
"796","L102.6.1.17.1",102,""
"797","L104.2.103",104,"2~100;4~1;:(4~1!2~3;)"
"798","L104.2.100.4.1",104,""
"799","L104.2.68.13.1",104,"2~65;4~1;13~1;:(4~1!2~3;)"
"800","L104.2.65.4.1.13.1",104,""
"801","L104.2.54.26.1",104,"2~51;4~1;26~1;:(4~1!2~3;)"
"802","L104.2.52.52.1",104,""
"803","L104.2.51.4.1.26.1",104,""
"804","L104.8.1.13.1",104,""
"805","L105.3.1.5.1.7.1",105,"3~1;35~1;:(35~1!5~1;7~1;)"
"806","L105.3.1.35.1",105,""
"807","L105.5.1.21.1",105,""
"808","L105.7.1.15.1",105,""
"809","L106.2.1.53.1",106,""
"810","L108.2.107",108,""
"811","L108.2.41.3.1",108,"2~40;6~1;:(6~1!2~1;3~1;)"
"812","L108.2.40.6.1",108,""
"813","L108.2.35.3.36",108,"3~36;36~1;:(36~1!2~35;)"
"814","L108.2.34.3.29.6.1",108,""
"815","L108.2.27.3.37",108,"3~36;36~1;:(36~1!2~27;3~1;)"
"816","L108.2.27.3.33.9.1",108,""
"817","L108.2.22.27.1",108,""
"818","L108.2.21.3.1.6.2",108,""
"819","L108.2.20.3.38",108,"3~36;36~1;:(36~1!2~20;3~2;)"
"820","L108.2.20.3.34.9.1",108,""
"821","L108.2.18.3.37.6.1",108,"3~36;36~1;:(36~1!2~18;3~1;6~1;)"
"822","L108.2.18.3.33.6.1.9.1",108,""
"823","L108.2.18.3.31.18.1",108,""
"824","L108.2.17.3.29.6.2",108,""
"825","L108.2.16.3.40",108,"3~36;36~1;:(36~1!2~16;9~1;)(9~1!3~4;)"
"826","L108.2.16.3.36.9.1",108,"3~36;36~1;:(36~1!2~16;9~1;)"
"827","L108.2.15.6.1.18.1",108,""
"828","L108.2.13.3.38.6.1",108,"3~36;36~1;:(36~1!2~13;3~2;6~1;)"
"829","L108.2.13.3.36.6.2",108,"3~36;36~1;:(36~1!2~13;6~2;)"
"830","L108.2.13.3.30.6.1.18.1",108,""
"831","L108.2.13.6.3",108,""
"832","L108.2.12.3.29.6.3",108,""
"833","L108.2.11.3.48",108,"3~44;9~1;12~1;:(12~1!2~11;)(9~1!3~4;)"
"834","L108.2.11.3.44.9.1",108,"3~44;9~1;12~1;:(12~1!2~11;)"
"835","L108.2.11.3.34.6.1.9.1",108,"2~10;3~33;6~2;9~1;:(6~1!2~1;3~1;)"
"836","L108.2.11.3.32.18.1",108,"2~10;3~31;6~1;18~1;:(6~1!2~1;3~1;)"
"837","L108.2.10.3.44.6.1",108,"3~36;36~1;:(36~1!2~10;3~8;6~1;)"
"838","L108.2.10.3.40.6.1.9.1",108,""
"839","L108.2.10.3.37.6.2",108,"3~36;36~1;:(36~1!2~10;3~1;6~2;)"
"840","L108.2.10.3.35.18.1",108,"2~9;3~34;6~1;18~1;:(6~1!2~1;3~1;)"
"841","L108.2.10.3.33.6.2.9.1",108,""
"842","L108.2.10.3.31.6.1.18.1",108,""
"843","L108.2.9.3.40.6.2",108,"3~36;36~1;:(36~1!2~9;3~4;6~2;)"
"844","L108.2.9.3.36.6.2.9.1",108,""
"845","L108.2.9.3.34.6.1.18.1",108,""
"846","L108.2.8.3.36.6.3",108,"3~36;36~1;:(36~1!2~8;6~3;)"
"847","L108.2.8.3.30.6.2.18.1",108,""
"848","L108.2.7.3.20.6.4",108,"2~3;3~16;6~8;:(6~1!2~1;3~1;)"
"849","L108.2.6.3.19.6.5",108,"2~3;3~16;6~8;:(6~1!2~1;3~1;)"
"850","L108.2.5.3.18.6.6",108,"2~3;3~16;6~8;:(6~1!2~1;3~1;)"
"851","L108.2.4.3.49",108,"3~44;9~1;12~1;:(12~1!2~4;3~1;)(9~1!3~4;)"
"852","L108.2.4.3.45.9.1",108,"3~44;9~1;12~1;:(12~1!2~4;3~1;)"
"853","L108.2.4.3.37.6.3",108,"3~36;36~1;:(36~1!2~4;3~1;6~3;)"
"854","L108.2.4.3.33.6.3.9.1",108,""
"855","L108.2.4.3.31.6.2.18.1",108,""
"856","L108.2.4.3.17.6.7",108,"2~3;3~16;6~8;:(6~1!2~1;3~1;)"
"857","L108.2.3.3.45.6.1",108,"3~36;36~1;:(36~1!2~3;3~9;6~1;)"
"858","L108.2.3.3.41.6.1.9.1",108,""
"859","L108.2.3.3.39.18.1",108,""
"860","L108.2.3.3.38.6.3",108,"3~36;36~1;:(36~1!2~3;3~2;6~3;)"
"861","L108.2.3.3.34.6.3.9.1",108,""
"862","L108.2.3.3.32.6.2.18.1",108,""
"863","L108.2.3.3.16.6.8",108,""
"864","L108.2.2.3.48.6.1",108,"3~44;9~1;12~1;:(12~1!2~2;6~1;)(9~1!3~4;)"
"865","L108.2.2.3.44.6.1.9.1",108,"3~44;9~1;12~1;:(12~1!2~2;6~1;)"
"866","L108.2.2.3.42.18.1",108,""
"867","L108.2.2.3.41.6.2",108,"3~36;36~1;:(36~1!2~2;3~5;6~2;)"
"868","L108.2.2.3.37.6.2.9.1",108,""
"869","L108.2.2.3.35.6.1.18.1",108,""
"870","L108.2.2.3.6.6.9",108,"3~4;6~11;:(6~1!2~1;3~1;)"
"871","L108.2.2.54.1",108,""
"872","L108.2.1.3.44.6.2",108,"3~36;36~1;:(36~1!3~7;6~3;)(6~1!2~1;3~1;)"
"873","L108.2.1.3.40.6.2.9.1",108,"3~39;6~3;9~1;:(6~1!2~1;3~1;)"
"874","L108.2.1.3.39.6.3",108,"3~36;36~1;:(36~1!2~1;3~3;6~3;)"
"875","L108.2.1.3.38.6.1.18.1",108,"3~37;6~2;18~1;:(6~1!2~1;3~1;)"
"876","L108.2.1.3.35.6.3.9.1",108,""
"877","L108.2.1.3.33.6.2.18.1",108,""
"878","L108.2.1.3.5.6.10",108,"3~4;6~11;:(6~1!2~1;3~1;)"
"879","L108.3.49.4.1",108,"3~44;9~1;12~1;:(12~1!3~1;4~1;)(9~1!3~4;)"
"880","L108.3.48.12.1",108,"3~44;9~1;12~1;:(9~1!3~4;)"
"881","L108.3.45.4.1.9.1",108,"3~44;9~1;12~1;:(12~1!3~1;4~1;)"
"882","L108.3.44.9.1.12.1",108,""
"883","L108.3.43.6.3",108,"3~36;36~1;:(36~1!3~7;6~3;)"
"884","L108.3.39.6.3.9.1",108,""
"885","L108.3.37.6.2.18.1",108,""
"886","L108.3.36.36.1",108,""
"887","L108.3.4.6.11",108,""
"888","L108.4.1.27.1",108,""
"889","L110.2.1.5.1.11.1",110,"2~1;55~1;:(55~1!5~1;11~1;)"
"890","L110.2.1.55.1",110,""
"891","L110.5.1.22.1",110,""
"892","L110.10.1.11.1",110,""
"893","L111.3.1.37.1",111,""
"894","L112.2.111",112,"2~75;4~3;28~1;:(28~1!2~27;)(4~1!2~3;)"
"895","L112.2.108.4.1",112,"2~75;4~3;28~1;:(28~1!2~27;)(4~1!2~3;)"
"896","L112.2.105.4.2",112,"2~75;4~3;28~1;:(28~1!2~27;)(4~1!2~3;)"
"897","L112.2.104.8.1",112,""
"898","L112.2.102.4.3",112,"2~75;4~3;28~1;:(28~1!2~27;)"
"899","L112.2.96.7.1",112,"2~75;4~3;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"900","L112.2.93.4.1.7.1",112,"2~75;4~3;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"901","L112.2.90.4.2.7.1",112,"2~75;4~3;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"902","L112.2.89.7.1.8.1",112,""
"903","L112.2.87.4.3.7.1",112,"2~75;4~3;28~1;:(28~1!2~12;7~1;)"
"904","L112.2.86.14.1",112,"2~75;4~3;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"905","L112.2.84.28.1",112,"2~75;4~3;28~1;:(4~1!2~3;)"
"906","L112.2.83.4.1.14.1",112,"2~75;4~3;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"907","L112.2.81.4.1.28.1",112,"2~75;4~3;28~1;:(4~1!2~3;)"
"908","L112.2.80.4.2.14.1",112,"2~75;4~3;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"909","L112.2.79.8.1.14.1",112,""
"910","L112.2.78.4.2.28.1",112,"2~75;4~3;28~1;:(4~1!2~3;)"
"911","L112.2.77.4.3.14.1",112,"2~75;4~3;28~1;:(28~1!2~2;14~1;)"
"912","L112.2.75.4.4.7.1",112,"2~75;4~3;28~1;:(28~1!4~1;7~1;)"
"913","L112.2.75.4.3.28.1",112,""
"914","L112.2.56.56.1",112,""
"915","L112.2.48.4.5",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"916","L112.2.45.4.6",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"917","L112.2.42.4.7",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"918","L112.2.39.4.8",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"919","L112.2.36.4.9",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"920","L112.2.33.4.10",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"921","L112.2.33.4.5.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"922","L112.2.30.4.11",112,"4~12;28~1;:(28~1!2~27;)(4~1!2~3;)"
"923","L112.2.30.4.6.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"924","L112.2.27.4.12",112,"4~12;28~1;:(28~1!2~27;)"
"925","L112.2.27.4.7.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"926","L112.2.26.4.4.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"927","L112.2.24.4.8.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"928","L112.2.24.4.4.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"929","L112.2.23.4.5.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"930","L112.2.21.4.9.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"931","L112.2.21.4.5.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"932","L112.2.20.4.6.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"933","L112.2.18.4.10.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"934","L112.2.18.4.6.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"935","L112.2.17.4.7.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"936","L112.2.15.4.11.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)(4~1!2~3;)"
"937","L112.2.15.4.7.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"938","L112.2.14.4.8.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"939","L112.2.12.4.12.7.1",112,"4~12;28~1;:(28~1!2~12;7~1;)"
"940","L112.2.12.4.8.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"941","L112.2.11.4.9.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"942","L112.2.9.4.9.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"943","L112.2.8.4.10.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"944","L112.2.6.4.10.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"945","L112.2.5.4.11.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)(4~1!2~3;)"
"946","L112.2.3.4.11.28.1",112,"4~12;28~1;:(4~1!2~3;)"
"947","L112.2.2.4.12.14.1",112,"4~12;28~1;:(28~1!2~2;14~1;)"
"948","L112.4.13.7.1",112,"4~12;28~1;:(28~1!4~1;7~1;)"
"949","L112.4.12.28.1",112,""
"950","L112.7.1.16.1",112,""
"951","L114.2.1.3.1.19.1",114,"2~1;57~1;:(57~1!3~1;19~1;)"
"952","L114.2.1.57.1",114,""
"953","L114.3.1.38.1",114,""
"954","L114.6.1.19.1",114,""
"955","L115.5.1.23.1",115,""
"956","L116.2.115",116,""
"957","L116.2.23.29.1",116,""
"958","L116.2.2.58.1",116,""
"959","L116.4.1.29.1",116,""
"960","L117.3.14.13.1",117,"3~13;39~1;:(39~1!3~1;13~1;)"
"961","L117.3.13.39.1",117,""
"962","L117.9.1.13.1",117,""
"963","L118.2.1.59.1",118,""
"964","L119.7.1.17.1",119,""
"965","L120.2.119",120,"2~116;4~1;:(4~1!2~3;)"
"966","L120.2.116.4.1",120,""
"967","L120.2.90.3.1",120,"2~87;3~1;4~1;:(4~1!2~3;)"
"968","L120.2.87.3.1.4.1",120,""
"969","L120.2.84.6.1",120,"2~60;60~1;:(60~1!2~24;6~1;)"
"970","L120.2.83.5.1",120,"2~60;60~1;:(60~1!2~23;5~1;)"
"971","L120.2.81.10.1",120,"2~60;60~1;:(60~1!2~21;10~1;)"
"972","L120.2.79.4.1.5.1",120,""
"973","L120.2.77.3.1.5.1",120,"2~74;4~1;15~1;:(15~1!3~1;5~1;)(4~1!2~3;)"
"974","L120.2.77.15.1",120,"2~74;4~1;15~1;:(4~1!2~3;)"
"975","L120.2.76.3.1.10.1",120,"2~60;60~1;:(60~1!2~15;6~1;10~1;)(6~1!2~1;3~1;)"
"976","L120.2.76.5.1.6.1",120,"2~60;60~1;:(60~1!2~15;6~1;10~1;)(10~1!2~1;5~1;)"
"977","L120.2.75.4.1.6.1",120,""
"978","L120.2.75.4.1.10.1",120,""
"979","L120.2.75.6.1.10.1",120,"2~60;60~1;:(60~1!2~15;6~1;10~1;)"
"980","L120.2.74.3.1.4.1.5.1",120,"2~74;4~1;15~1;:(15~1!3~1;5~1;)"
"981","L120.2.74.4.1.15.1",120,""
"982","L120.2.70.3.1.4.1.10.1",120,""
"983","L120.2.70.4.1.5.1.6.1",120,""
"984","L120.2.68.4.1.6.1.10.1",120,""
"985","L120.2.62.30.1",120,"2~59;4~1;30~1;:(4~1!2~3;)"
"986","L120.2.60.3.1.20.1",120,"2~60;60~1;:(60~1!3~1;20~1;)"
"987","L120.2.60.5.1.12.1",120,"2~60;60~1;:(60~1!5~1;12~1;)"
"988","L120.2.60.60.1",120,""
"989","L120.2.59.4.1.30.1",120,""
"990","L120.2.30.6.1.20.1",120,""
"991","L120.2.28.10.1.12.1",120,""
"992","L120.3.1.5.1.8.1",120,"3~1;40~1;:(40~1!5~1;8~1;)"
"993","L120.3.1.40.1",120,""
"994","L120.5.1.24.1",120,""
"995","L120.8.1.15.1",120,""
"996","L121.11.12",121,""
"997","L122.2.1.61.1",122,""
"998","L123.3.1.41.1",123,""
"999","L124.2.123",124,""
"1000","L124.2.22.31.1",124,""
"1001","L124.2.2.62.1",124,""
"1002","L124.4.1.31.1",124,""
"1003","L125.5.31",125,"5~25;25~1;:(25~1!5~6;)"
"1004","L125.5.25.25.1",125,""
"1005","L126.2.1.3.24.7.1",126,"3~24;14~1;:(14~1!2~1;7~1;)"
"1006","L126.2.1.3.21.21.1",126,"3~20;6~1;21~1;:(6~1!2~1;3~1;)"
"1007","L126.2.1.7.1.9.1",126,"2~1;63~1;:(63~1!7~1;9~1;)"
"1008","L126.2.1.63.1",126,""
"1009","L126.3.24.14.1",126,""
"1010","L126.3.23.6.1.7.1",126,""
"1011","L126.3.21.42.1",126,""
"1012","L126.3.20.6.1.21.1",126,""
"1013","L126.7.1.18.1",126,""
"1014","L126.9.1.14.1",126,""
"1015","L128.2.127",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1016","L128.2.124.4.1",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1017","L128.2.121.4.2",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1018","L128.2.120.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1019","L128.2.118.4.3",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1020","L128.2.117.4.1.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1021","L128.2.115.4.4",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1022","L128.2.114.4.2.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1023","L128.2.113.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1024","L128.2.112.4.5",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1025","L128.2.112.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1026","L128.2.111.4.3.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1027","L128.2.110.4.1.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1028","L128.2.109.4.6",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1029","L128.2.109.4.1.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1030","L128.2.108.4.4.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1031","L128.2.107.4.2.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1032","L128.2.106.4.7",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1033","L128.2.106.4.2.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1034","L128.2.106.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1035","L128.2.105.4.5.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1036","L128.2.105.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1037","L128.2.104.4.3.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1038","L128.2.103.4.8",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1039","L128.2.103.4.3.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1040","L128.2.103.4.1.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1041","L128.2.102.4.6.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1042","L128.2.102.4.1.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1043","L128.2.101.4.4.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1044","L128.2.100.4.9",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1045","L128.2.100.4.4.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1046","L128.2.100.4.2.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1047","L128.2.99.4.7.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1048","L128.2.99.4.2.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1049","L128.2.99.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1050","L128.2.98.4.5.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1051","L128.2.98.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1052","L128.2.97.4.10",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1053","L128.2.97.4.5.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1054","L128.2.97.4.3.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1055","L128.2.96.4.8.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1!2~3;)"
"1056","L128.2.96.4.3.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1057","L128.2.96.4.1.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1058","L128.2.96.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1059","L128.2.95.4.6.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1!2~3;)"
"1060","L128.2.95.4.1.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1061","L128.2.94.4.11",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1062","L128.2.94.4.6.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1063","L128.2.94.4.4.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1064","L128.2.93.4.9.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1065","L128.2.93.4.4.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1066","L128.2.93.4.2.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1067","L128.2.93.4.1.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1068","L128.2.92.4.7.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1069","L128.2.92.4.2.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1070","L128.2.92.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1071","L128.2.91.4.12",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1072","L128.2.91.4.7.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1073","L128.2.91.4.5.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1074","L128.2.91.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1075","L128.2.90.4.10.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1076","L128.2.90.4.5.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1077","L128.2.90.4.3.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1078","L128.2.90.4.2.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1079","L128.2.89.4.8.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1080","L128.2.89.4.3.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1081","L128.2.89.4.1.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1082","L128.2.88.4.13",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1083","L128.2.88.4.8.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1084","L128.2.88.4.6.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1085","L128.2.88.4.1.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1086","L128.2.87.4.11.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1087","L128.2.87.4.6.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1088","L128.2.87.4.4.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1089","L128.2.87.4.3.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1090","L128.2.86.4.9.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
