"","name","nruns","lineage"
"389","L72.2.39.3.2.6.3",72,"2~36;3~2;4~1;6~3;:(4~1!2~3;)"
"390","L72.2.38.3.12.6.1",72,"2~35;3~12;4~1;6~1;:(4~1!2~3;)"
"391","L72.2.38.3.5.6.2",72,"2~35;3~5;4~1;6~2;:(4~1!2~3;)"
"392","L72.2.38.18.1",72,"2~35;4~1;18~1;:(4~1!2~3;)"
"393","L72.2.37.3.13.4.1",72,""
"394","L72.2.37.3.8.6.2",72,"2~34;3~8;4~1;6~2;:(4~1!2~3;)"
"395","L72.2.37.3.3.6.3",72,"2~34;3~3;4~1;6~3;:(4~1!2~3;)"
"396","L72.2.37.3.1.4.1.6.3",72,""
"397","L72.2.36.3.12.12.1",72,"2~36;36~1;:(36~1!3~12;12~1;)"
"398","L72.2.36.3.9.4.1.6.1",72,""
"399","L72.2.36.3.7.6.3",72,"2~36;36~1;:(36~1!3~7;6~3;)"
"400","L72.2.36.3.2.4.1.6.3",72,""
"401","L72.2.36.36.1",72,""
"402","L72.2.35.3.12.4.1.6.1",72,""
"403","L72.2.35.3.5.4.1.6.2",72,""
"404","L72.2.35.4.1.18.1",72,""
"405","L72.2.34.3.8.4.1.6.2",72,""
"406","L72.2.34.3.3.4.1.6.3",72,""
"407","L72.2.31.6.4",72,""
"408","L72.2.30.3.1.6.4",72,""
"409","L72.2.29.3.11.6.2",72,"2~27;3~11;6~1;12~1;:(12~1!2~2;6~1;)"
"410","L72.2.28.3.2.6.4",72,""
"411","L72.2.27.3.11.6.1.12.1",72,""
"412","L72.2.27.3.6.6.4",72,""
"413","L72.2.23.3.24",72,"3~24;24~1;:(24~1!2~20;4~1;)(4~1!2~3;)"
"414","L72.2.22.3.20.6.1",72,"2~19;3~20;4~1;6~1;:(4~1!2~3;)"
"415","L72.2.21.3.16.6.2",72,"2~18;3~16;4~1;6~2;:(4~1!2~3;)"
"416","L72.2.20.3.24.4.1",72,"3~24;24~1;:(24~1!2~20;4~1;)"
"417","L72.2.20.3.12.6.3",72,"2~17;3~12;4~1;6~3;:(4~1!2~3;)"
"418","L72.2.19.3.20.4.1.6.1",72,""
"419","L72.2.19.3.8.6.4",72,"2~15;3~7;4~1;6~5;:(6~1!2~1;3~1;)(4~1!2~3;)"
"420","L72.2.18.3.16.4.1.6.2",72,""
"421","L72.2.18.3.7.6.5",72,"2~15;3~7;4~1;6~5;:(4~1!2~3;)"
"422","L72.2.17.3.12.4.1.6.3",72,""
"423","L72.2.17.3.3.6.6",72,"2~14;3~3;4~1;6~6;:(4~1!2~3;)"
"424","L72.2.16.3.25",72,"3~24;24~1;:(24~1!2~13;3~1;4~1;)(4~1!2~3;)"
"425","L72.2.16.3.8.4.1.6.4",72,"2~15;3~7;4~1;6~5;:(6~1!2~1;3~1;)"
"426","L72.2.15.3.21.6.1",72,"2~12;3~21;4~1;6~1;:(4~1!2~3;)"
"427","L72.2.15.3.7.4.1.6.5",72,""
"428","L72.2.14.3.24.6.1",72,"3~24;24~1;:(24~1!2~11;4~1;6~1;)(4~1!2~3;)"
"429","L72.2.14.3.17.6.2",72,"2~11;3~17;4~1;6~2;:(4~1!2~3;)"
"430","L72.2.14.3.3.4.1.6.6",72,""
"431","L72.2.13.3.25.4.1",72,"3~24;24~1;:(24~1!2~13;3~1;4~1;)"
"432","L72.2.13.3.20.6.2",72,"2~10;3~20;4~1;6~2;:(4~1!2~3;)"
"433","L72.2.13.3.13.6.3",72,"2~10;3~13;4~1;6~3;:(4~1!2~3;)"
"434","L72.2.12.3.24.12.1",72,"3~24;24~1;:(24~1!2~12;12~1;)"
"435","L72.2.12.3.21.4.1.6.1",72,""
"436","L72.2.12.3.16.6.3",72,"2~9;3~16;4~1;6~3;:(4~1!2~3;)"
"437","L72.2.12.3.9.6.4",72,"2~8;3~8;4~1;6~5;:(6~1!2~1;3~1;)(4~1!2~3;)"
"438","L72.2.11.3.24.4.1.6.1",72,"3~24;24~1;:(24~1!2~11;4~1;6~1;)"
"439","L72.2.11.3.20.6.1.12.1",72,""
"440","L72.2.11.3.17.4.1.6.2",72,""
"441","L72.2.11.3.12.6.4",72,"2~8;3~12;4~1;6~4;:(4~1!2~3;)"
"442","L72.2.11.3.8.6.5",72,"2~8;3~8;4~1;6~5;:(4~1!2~3;)"
"443","L72.2.10.3.20.4.1.6.2",72,""
"444","L72.2.10.3.16.6.2.12.1",72,""
"445","L72.2.10.3.13.4.1.6.3",72,""
"446","L72.2.10.3.4.6.6",72,"2~7;3~4;4~1;6~6;:(4~1!2~3;)"
"447","L72.2.9.3.16.4.1.6.3",72,""
"448","L72.2.9.3.12.6.3.12.1",72,""
"449","L72.2.9.3.9.4.1.6.4",72,"2~8;3~8;4~1;6~5;:(6~1!2~1;3~1;)"
"450","L72.2.9.3.7.6.6",72,"2~6;3~7;4~1;6~6;:(4~1!2~3;)"
"451","L72.2.8.3.12.4.1.6.4",72,""
"452","L72.2.8.3.8.4.1.6.5",72,""
"453","L72.2.8.3.8.6.4.12.1",72,"2~7;3~7;6~5;12~1;:(6~1!2~1;3~1;)"
"454","L72.2.8.3.3.6.7",72,"2~5;3~3;4~1;6~7;:(4~1!2~3;)"
"455","L72.2.7.3.7.6.5.12.1",72,""
"456","L72.2.7.3.4.4.1.6.6",72,""
"457","L72.2.6.3.7.4.1.6.6",72,""
"458","L72.2.6.3.3.6.6.12.1",72,""
"459","L72.2.5.3.3.4.1.6.7",72,""
"460","L72.3.25.8.1",72,"3~24;24~1;:(24~1!3~1;8~1;)"
"461","L72.3.24.24.1",72,""
"462","L72.8.1.9.1",72,""
"463","L74.2.1.37.1",74,""
"464","L75.3.1.5.9",75,"5~8;15~1;:(15~1!3~1;5~1;)"
"465","L75.3.1.25.1",75,""
"466","L75.5.8.15.1",75,""
"467","L76.2.75",76,""
"468","L76.2.19.19.1",76,""
"469","L76.2.2.38.1",76,""
"470","L76.4.1.19.1",76,""
"471","L77.7.1.11.1",77,""
"472","L78.2.1.3.1.13.1",78,"2~1;39~1;:(39~1!3~1;13~1;)"
"473","L78.2.1.39.1",78,""
"474","L78.3.1.26.1",78,""
"475","L78.6.1.13.1",78,""
"476","L80.2.79",80,"2~51;4~3;20~1;:(20~1!2~19;)(4~1!2~3;)"
"477","L80.2.76.4.1",80,"2~51;4~3;20~1;:(20~1!2~19;)(4~1!2~3;)"
"478","L80.2.73.4.2",80,"2~51;4~3;20~1;:(20~1!2~19;)(4~1!2~3;)"
"479","L80.2.72.8.1",80,""
"480","L80.2.70.4.3",80,"2~51;4~3;20~1;:(20~1!2~19;)"
"481","L80.2.68.5.1",80,"2~51;4~3;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"482","L80.2.65.4.1.5.1",80,"2~51;4~3;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"483","L80.2.62.4.2.5.1",80,"2~51;4~3;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"484","L80.2.62.10.1",80,"2~51;4~3;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"485","L80.2.61.5.1.8.1",80,""
"486","L80.2.60.20.1",80,"2~51;4~3;20~1;:(4~1!2~3;)"
"487","L80.2.59.4.3.5.1",80,"2~51;4~3;20~1;:(20~1!2~8;5~1;)"
"488","L80.2.59.4.1.10.1",80,"2~51;4~3;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"489","L80.2.57.4.1.20.1",80,"2~51;4~3;20~1;:(4~1!2~3;)"
"490","L80.2.56.4.2.10.1",80,"2~51;4~3;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"491","L80.2.55.8.1.10.1",80,""
"492","L80.2.54.4.2.20.1",80,"2~51;4~3;20~1;:(4~1!2~3;)"
"493","L80.2.53.4.3.10.1",80,"2~51;4~3;20~1;:(20~1!2~2;10~1;)"
"494","L80.2.51.4.4.5.1",80,"2~51;4~3;20~1;:(20~1!4~1;5~1;)"
"495","L80.2.51.4.3.20.1",80,""
"496","L80.2.40.40.1",80,""
"497","L80.2.34.4.5",80,"4~10;20~1;:(20~1!2~19;)(4~1!2~3;)"
"498","L80.2.31.4.6",80,"4~10;20~1;:(20~1!2~19;)(4~1!2~3;)"
"499","L80.2.28.4.7",80,"4~10;20~1;:(20~1!2~19;)(4~1!2~3;)"
"500","L80.2.25.4.8",80,"4~10;20~1;:(20~1!2~19;)(4~1!2~3;)"
"501","L80.2.23.4.5.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"502","L80.2.22.4.9",80,"4~10;20~1;:(20~1!2~19;)(4~1!2~3;)"
"503","L80.2.20.4.6.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"504","L80.2.20.4.4.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"505","L80.2.19.4.10",80,"4~10;20~1;:(20~1!2~19;)"
"506","L80.2.18.4.4.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"507","L80.2.17.4.7.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"508","L80.2.17.4.5.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"509","L80.2.15.4.5.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"510","L80.2.14.4.8.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"511","L80.2.14.4.6.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"512","L80.2.12.4.6.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"513","L80.2.11.4.9.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)(4~1!2~3;)"
"514","L80.2.11.4.7.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"515","L80.2.9.4.7.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"516","L80.2.8.4.10.5.1",80,"4~10;20~1;:(20~1!2~8;5~1;)"
"517","L80.2.8.4.8.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"518","L80.2.6.4.8.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"519","L80.2.5.4.9.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)(4~1!2~3;)"
"520","L80.2.3.4.9.20.1",80,"4~10;20~1;:(4~1!2~3;)"
"521","L80.2.2.4.10.10.1",80,"4~10;20~1;:(20~1!2~2;10~1;)"
"522","L80.4.11.5.1",80,"4~10;20~1;:(20~1!4~1;5~1;)"
"523","L80.4.10.20.1",80,""
"524","L80.5.1.16.1",80,""
"525","L81.3.40",81,"3~27;27~1;:(27~1!3~9;9~1;)(9~1!3~4;)"
"526","L81.3.36.9.1",81,"3~27;27~1;:(27~1!3~9;9~1;)"
"527","L81.3.32.9.2",81,"9~10;:(9~1!3~4;)"
"528","L81.3.28.9.3",81,"9~10;:(9~1!3~4;)"
"529","L81.3.27.27.1",81,""
"530","L81.3.24.9.4",81,"9~10;:(9~1!3~4;)"
"531","L81.3.20.9.5",81,"9~10;:(9~1!3~4;)"
"532","L81.3.16.9.6",81,"9~10;:(9~1!3~4;)"
"533","L81.3.12.9.7",81,"9~10;:(9~1!3~4;)"
"534","L81.3.8.9.8",81,"9~10;:(9~1!3~4;)"
"535","L81.3.4.9.9",81,"9~10;:(9~1!3~4;)"
"536","L81.9.10",81,""
"537","L82.2.1.41.1",82,""
"538","L84.2.83",84,""
"539","L84.2.33.3.1",84,""
"540","L84.2.28.7.1",84,""
"541","L84.2.27.6.1",84,""
"542","L84.2.23.3.1.7.1",84,"2~22;6~1;7~1;:(6~1!2~1;3~1;)"
"543","L84.2.22.6.1.7.1",84,""
"544","L84.2.20.3.1.14.1",84,""
"545","L84.2.20.21.1",84,""
"546","L84.2.14.6.1.14.1",84,""
"547","L84.2.2.42.1",84,""
"548","L84.3.1.4.1.7.1",84,"3~1;28~1;:(28~1!4~1;7~1;)"
"549","L84.3.1.28.1",84,""
"550","L84.4.1.21.1",84,""
"551","L84.7.1.12.1",84,""
"552","L85.5.1.17.1",85,""
"553","L86.2.1.43.1",86,""
"554","L87.3.1.29.1",87,""
"555","L88.2.87",88,"2~84;4~1;:(4~1!2~3;)"
"556","L88.2.84.4.1",88,""
"557","L88.2.59.11.1",88,"2~56;4~1;11~1;:(4~1!2~3;)"
"558","L88.2.56.4.1.11.1",88,""
"559","L88.2.46.22.1",88,"2~43;4~1;22~1;:(4~1!2~3;)"
"560","L88.2.44.44.1",88,""
"561","L88.2.43.4.1.22.1",88,""
"562","L88.8.1.11.1",88,""
"563","L90.2.1.3.31.5.1",90,"3~30;30~1;:(30~1!2~1;15~1;)(15~1!3~1;5~1;)"
"564","L90.2.1.3.30.15.1",90,"3~30;30~1;:(30~1!2~1;15~1;)"
"565","L90.2.1.5.1.9.1",90,"2~1;45~1;:(45~1!5~1;9~1;)"
"566","L90.2.1.45.1",90,""
"567","L90.3.31.10.1",90,"3~30;30~1;:(30~1!3~1;10~1;)"
"568","L90.3.30.5.1.6.1",90,"3~30;30~1;:(30~1!5~1;6~1;)"
"569","L90.3.30.30.1",90,""
"570","L90.3.26.6.1.15.1",90,""
"571","L90.5.1.18.1",90,""
"572","L90.9.1.10.1",90,""
"573","L91.7.1.13.1",91,""
"574","L92.2.91",92,""
"575","L92.2.21.23.1",92,""
"576","L92.2.2.46.1",92,""
"577","L92.4.1.23.1",92,""
"578","L93.3.1.31.1",93,""
"579","L94.2.1.47.1",94,""
"580","L95.5.1.19.1",95,""
"581","L96.2.95",96,"2~26;4~23;:(4~1!2~3;)"
"582","L96.2.92.4.1",96,"2~26;4~23;:(4~1!2~3;)"
"583","L96.2.89.4.2",96,"2~26;4~23;:(4~1!2~3;)"
"584","L96.2.88.3.1",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"585","L96.2.88.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"586","L96.2.86.4.3",96,"2~26;4~23;:(4~1!2~3;)"
"587","L96.2.86.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"588","L96.2.85.3.1.4.1",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"589","L96.2.85.4.1.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"590","L96.2.84.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"591","L96.2.83.4.4",96,"2~26;4~23;:(4~1!2~3;)"
"592","L96.2.83.4.1.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"593","L96.2.82.3.1.4.2",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"594","L96.2.82.4.2.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"595","L96.2.81.3.1.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"596","L96.2.81.4.1.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"597","L96.2.80.4.5",96,"2~26;4~23;:(4~1!2~3;)"
"598","L96.2.80.4.2.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"599","L96.2.80.16.1",96,""
"600","L96.2.79.3.1.4.3",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"601","L96.2.79.4.3.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"602","L96.2.79.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"603","L96.2.78.3.1.4.1.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"604","L96.2.78.4.2.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"605","L96.2.77.4.6",96,"2~26;4~23;:(4~1!2~3;)"
"606","L96.2.77.4.3.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"607","L96.2.77.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"608","L96.2.76.3.1.4.4",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"609","L96.2.76.4.4.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"610","L96.2.76.4.1.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"611","L96.2.75.3.1.4.2.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"612","L96.2.75.4.3.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"613","L96.2.74.4.7",96,"2~26;4~23;:(4~1!2~3;)"
"614","L96.2.74.4.4.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"615","L96.2.74.4.1.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"616","L96.2.73.3.1.4.5",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"617","L96.2.73.3.1.16.1",96,""
"618","L96.2.73.4.5.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"619","L96.2.73.4.2.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"620","L96.2.72.3.1.4.3.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"621","L96.2.72.4.4.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"622","L96.2.72.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"623","L96.2.71.4.8",96,"2~26;4~23;:(4~1!2~3;)"
"624","L96.2.71.4.5.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"625","L96.2.71.4.2.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"626","L96.2.71.6.1.16.1",96,""
"627","L96.2.70.3.1.4.6",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"628","L96.2.70.4.6.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"629","L96.2.70.4.3.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"630","L96.2.69.3.1.4.4.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"631","L96.2.69.4.5.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"632","L96.2.69.4.1.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"633","L96.2.68.4.9",96,"2~26;4~23;:(4~1!2~3;)"
"634","L96.2.68.4.6.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"635","L96.2.68.4.3.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"636","L96.2.67.3.1.4.7",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"637","L96.2.67.4.7.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"638","L96.2.67.4.4.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"639","L96.2.66.3.1.4.5.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"640","L96.2.66.4.6.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"641","L96.2.66.4.2.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"642","L96.2.65.4.10",96,"2~26;4~23;:(4~1!2~3;)"
"643","L96.2.65.4.7.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"644","L96.2.65.4.4.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"645","L96.2.64.3.1.4.8",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"646","L96.2.64.4.8.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"647","L96.2.64.4.5.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"648","L96.2.63.3.1.4.6.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"649","L96.2.63.4.7.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"650","L96.2.63.4.3.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"651","L96.2.62.4.11",96,"2~26;4~23;:(4~1!2~3;)"
"652","L96.2.62.4.8.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"653","L96.2.62.4.5.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"654","L96.2.61.3.1.4.9",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"655","L96.2.61.4.9.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"656","L96.2.61.4.6.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"657","L96.2.60.3.1.4.7.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"658","L96.2.60.4.8.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"659","L96.2.60.4.4.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"660","L96.2.59.4.12",96,"2~26;4~23;:(4~1!2~3;)"
"661","L96.2.59.4.9.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"662","L96.2.59.4.6.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"663","L96.2.58.3.1.4.10",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"664","L96.2.58.4.10.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"665","L96.2.58.4.7.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"666","L96.2.57.3.1.4.8.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"667","L96.2.57.4.9.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"668","L96.2.57.4.5.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"669","L96.2.56.4.13",96,"2~26;4~23;:(4~1!2~3;)"
"670","L96.2.56.4.10.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"671","L96.2.56.4.7.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"672","L96.2.55.3.1.4.11",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"673","L96.2.55.4.11.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"674","L96.2.55.4.8.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"675","L96.2.54.3.1.4.9.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"676","L96.2.54.4.10.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"677","L96.2.54.4.6.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"678","L96.2.53.4.14",96,"2~26;4~23;:(4~1!2~3;)"
"679","L96.2.53.4.11.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"680","L96.2.53.4.8.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"681","L96.2.52.3.1.4.12",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"682","L96.2.52.4.12.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"683","L96.2.52.4.9.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"684","L96.2.51.3.1.4.10.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"685","L96.2.51.4.11.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"686","L96.2.51.4.7.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"687","L96.2.50.4.15",96,"2~26;4~23;:(4~1!2~3;)"
"688","L96.2.50.4.12.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"689","L96.2.50.4.9.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"690","L96.2.49.3.1.4.13",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"691","L96.2.49.4.13.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"692","L96.2.49.4.10.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"693","L96.2.48.3.1.4.11.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"694","L96.2.48.4.12.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"695","L96.2.48.4.8.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"696","L96.2.48.48.1",96,""
"697","L96.2.47.4.16",96,"2~26;4~23;:(4~1!2~3;)"
"698","L96.2.47.4.13.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"699","L96.2.47.4.10.8.1.12.1",96,"2~44;4~11;8~1;12~1;:(4~1!2~3;)"
"700","L96.2.46.3.1.4.14",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"701","L96.2.46.4.14.8.1",96,"2~43;4~15;8~1;:(4~1!2~3;)"
"702","L96.2.46.4.11.6.1.8.1",96,"2~43;4~12;6~1;8~1;:(4~1!2~3;)"
"703","L96.2.45.3.1.4.12.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"704","L96.2.45.4.13.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"705","L96.2.45.4.9.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"706","L96.2.44.4.17",96,"2~26;4~23;:(4~1!2~3;)"
"707","L96.2.44.4.14.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"708","L96.2.44.4.11.8.1.12.1",96,""
"709","L96.2.43.3.1.4.15",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"710","L96.2.43.4.15.8.1",96,""
"711","L96.2.43.4.12.6.1.8.1",96,""
"712","L96.2.42.3.1.4.13.8.1",96,"2~39;3~1;4~14;8~1;:(4~1!2~3;)"
"713","L96.2.42.4.14.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"714","L96.2.42.4.10.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"715","L96.2.41.4.18",96,"2~26;4~23;:(4~1!2~3;)"
"716","L96.2.41.4.15.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"717","L96.2.40.3.1.4.16",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"718","L96.2.39.3.1.4.14.8.1",96,""
"719","L96.2.39.4.15.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"720","L96.2.39.4.11.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"721","L96.2.38.4.19",96,"2~26;4~23;:(4~1!2~3;)"
"722","L96.2.38.4.16.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"723","L96.2.37.3.1.4.17",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"724","L96.2.36.4.16.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"725","L96.2.36.4.12.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"726","L96.2.35.4.20",96,"2~26;4~23;:(4~1!2~3;)"
"727","L96.2.35.4.17.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"728","L96.2.34.3.1.4.18",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"729","L96.2.33.4.17.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"730","L96.2.33.4.13.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"731","L96.2.32.4.21",96,"2~26;4~23;:(4~1!2~3;)"
"732","L96.2.32.4.18.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"733","L96.2.31.3.1.4.19",96,"2~19;3~1;4~23;:(4~1!2~3;)"
"734","L96.2.30.4.18.12.1",96,"2~18;4~22;12~1;:(4~1!2~3;)"
"735","L96.2.30.4.14.24.1",96,"2~12;4~20;24~1;:(4~1!2~3;)"
"736","L96.2.29.4.22",96,"2~26;4~23;:(4~1!2~3;)"
"737","L96.2.29.4.19.6.1",96,"2~17;4~23;6~1;:(4~1!2~3;)"
"738","L96.2.28.3.1.4.20",96,"2~19;3~1;4~23;:(4~1!2~3;)"
