"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57"
"1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","4","3","1","1","3","1","2","4","3","3","4","7","16"
"2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","1","4","2","4","1","6","1","3","3","5","7","7","12"
"3","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","2","3","2","1","3","2","4","5","1","2","7","8","5","3","6"
"4","1","2","1","2","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","4","1","4","2","2","1","2","3","1","7","2","4","8","5","2"
"5","1","2","1","1","2","1","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","2","3","2","1","1","1","2","7","8","6","8","6","6","15"
"6","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","4","2","1","1","3","2","3","2","1","4","4","7","8","8","7"
"7","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","3","4","1","3","3","1","2","3","7","7","8","2","3","8","12"
"8","1","2","1","2","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","3","3","1","1","2","4","4","2","8","5","1","1","4","1","10"
"9","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","4","1","3","3","2","1","4","4","8","3","7","7","2","8","1"
"10","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","3","4","2","2","3","1","4","4","2","3","1","5","5","5","11"
"11","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","4","3","3","3","4","7","1","8","1","2","7","6","13"
"12","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","3","2","3","3","2","8","8","4","8","5","1","7","14"
"13","2","1","1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","4","2","3","4","2","4","2","4","7","5","1","8","4","14"
"14","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","3","1","3","7","2","1","6","6","8","2","10"
"15","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","4","1","2","2","2","6","2","6","8","1","8","3","15"
"16","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","3","3","1","1","4","1","2","8","6","2","6","7","2","7","4"
"17","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","3","3","3","1","4","3","3","7","4","3","8","8","7","2","8"
"18","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","3","2","3","3","2","2","1","4","5","4","2","4","7","3","10"
"19","1","1","2","2","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","3","4","2","2","1","4","2","6","4","8","6","3","7","3","1"
"20","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","3","4","1","3","4","1","6","7","3","5","7","4","6","2"
"21","1","2","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","1","4","2","1","1","4","3","3","2","6","5","5","2","2","7"
"22","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","4","4","1","3","3","4","6","6","4","4","4","5","1","9"
"23","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","3","3","4","4","2","2","3","2","7","4","6","5","3","5","13"
"24","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","3","2","3","2","4","3","8","3","3","7","4","3","1","15"
"25","1","1","2","2","2","2","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","3","2","5","5","8","3","5","8","1","4"
"26","2","1","1","1","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","3","1","1","1","1","4","4","8","2","8","2","6","3","5","6"
"27","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","1","4","1","1","3","6","4","1","8","3","4","1"
"28","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","3","1","4","3","2","5","2","8","7","4","5","3"
"29","2","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","4","4","1","1","2","3","1","2","5","6","8","6","5","6","1"
"30","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","3","4","1","3","1","4","4","5","5","4","3","8","1","2","2"
"31","2","2","2","2","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","3","2","4","2","2","2","3","3","4","8","7","7","1","2","9"
"32","2","1","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","4","3","2","2","1","1","8","1","5","5","3","5","2","3"
"33","1","2","1","1","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","1","4","3","4","3","3","2","5","3","8","5","7","3","4","10"
"34","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","3","1","4","4","1","2","3","8","1","1","5","2","4","1","1"
"35","1","1","2","2","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","4","2","3","1","1","1","4","7","5","6","5","2","3","7","9"
"36","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","3","1","3","2","2","8","1","1","4","5","2","12"
"37","2","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","4","4","3","1","2","1","4","1","3","7","6","5","4","3","5"
"38","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","4","2","3","1","3","4","2","1","7","1","2","8","1","1","3"
"39","2","2","2","1","1","2","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","2","3","3","4","3","4","3","5","2","7","4","4","6","7","1"
"40","1","2","1","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","2","1","3","4","1","1","5","8","7","3","3","11"
"41","1","1","2","1","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","1","4","4","2","2","4","2","7","1","8","4","6","9"
