"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","3","1","2","3","1","2","3","1","2","3","1","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","3","5"
"2","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","3","3","3","1","1","2","2","1","1","2","2","1","1","1","2","2","3","3","2","2","3","3","2","2","2","3","3","1","1","3","3","1","1","3","8"
"3","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","3","7"
"4","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","1","1","3","3","2","1","2","3","1","1","1","3","3","2","2","1","3","1","2","3","3","3","2","2","1","1","3","2","3","1","2","3","9"
"5","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","3","7"
"6","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","3","3","2","1","2","3","1","3","2","2","1","3","3","2","1","2","3","1","3","2","2","1","3","3","2","1","2","3","1","3","2","2","1","1","1"
"7","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","2","2","2","3","3","1","1","3","3","1","1","3","3","3","1","1","2","2","1","1","2","2","1","1","1","2","2","3","3","2","2","3","3","3","5"
"8","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","2","2","3","3","3","3","1","1","2","2","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","3","3"
"9","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","2","1","3","1","2","3","2","1","1","3","2","2","1","3","1","2","3","2","1","1","3","2","2","1","3","1","2","3","2","1","1","3","1","7"
"10","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","2","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","1","4"
"11","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","3","9"
"12","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","1","1","1","2","2","3","3","2","2","3","3","2","2","2","3","3","1","1","3","3","1","1","3","3","3","1","1","2","2","1","1","2","2","3","2"
"13","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","3","1","2","1","3","3","2","2","1","1","3","2","3","1","3","2","2","1","1","3","3","2","1","2","3","2","1","1","3","3","2","2","1","1","6"
"14","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","3","1","2","3","2","1","1","3","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","1","9"
"15","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","2","2","1","3","1","2","3","2","1","1","3","1","6"
"16","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","3","2","3","2","1","2","2","1","3","1","3","2","1","2","1","3","1","1","3","2","3","2","1","3","1","3","2","3","3","2","1","2","2","9"
"17","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","2","3","2","1","1","2","1","3","3","1","3","2","2","1","3","3","1","3","2","2","3","2","1","1","3","2","2","3","2","1","1","2","1","3","3","6"
"18","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","1","2","2","1","1","2","2","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","2","3"
"19","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","2","3","3","3","1","1","2","2","1","1","2","2","3","3","3","1","1","2","2","1","1","2","2","3","3","3","1","1","2","2","1","1","2","2","2","7"
"20","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","2","2","1","3","1","3","1","3","2","3","2","3","3","2","1","2","1","2","1","3","2","5"
"21","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","3","7"
"22","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","1","2","2","3","3","3","3","1","1","2","2","3","9"
"23","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","2","2"
"24","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","3","1","3","2","3","3","2","1","2","3","2","1","2","1","3","1","1","3","2","3","1","3","2","3","2","1","2","2","1","3","1","1","2"
"25","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","1","3","1","3","2","3","1","3","1","3","1","3","2","3","2","1","2","3","2","3","2","3","2","1","2","1","3","1","2","9"
"26","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","3","4"
"27","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","1","7"
"28","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","3","2","3","3","2","1","2","1","2","1","3","1","3","1","1","3","2","3","2","3","2","1","2","1","2","2","1","3","1","3","1","3","2","2","2"
"29","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","3","3","1","1","1","1","2","2","3","3","1","2","2","3","3","3","3","1","1","2","2","3","1","1","2","2","2","2","3","3","1","1","3","6"
"30","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","3","3","1","3","2","2","3","2","1","2","1","3","3","1","3","2","2","3","2","1","2","1","3","3","1","3","2","2","3","2","1","3","1"
"31","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","3","1"
"32","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","2","3","2","1","1","3","3","2","2","1","1","2","3","2","1","1","3","3","2","2","1","1","2","3","2","1","1","3","3","2","2","1","2","7"
"33","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","2","2","1","3","3","1","3","2","2","3","2","1","1","3","2","2","3","2","1","1","2","1","3","3","2","1","1","2","1","3","3","1","3","2","3","3"
"34","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","1","1","1","2","2","3","3","2","2","3","3","3","3","3","1","1","2","2","1","1","2","2","2","2","2","3","3","1","1","3","3","1","1","1","3"
"35","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","3","2","3","3","2","1","2","1","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","3","1","1","3","2","3","2","3","2","1","1","3"
"36","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","1","3","1","3","1","3","2","3","2","1","2","1","3","1","3","1","3","2","3","2","1","2","3","4"
"37","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","3","2","3","2","3","2","1","2","1","3","1","2","1","2","1","2","1","3","1","3","2","3","1","3","1","3","1","3","2","3","2","1","2","2","3"
"38","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","3","2","3","2","1","2","2","1","3","1","3","2","1","2","1","3","1","1","3","2","3","2","3"
"39","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","2","6"
"40","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","4"
