"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","3","4","4","3","1","7","4","7","8","2","3","2","2","1","2"
"2","2","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","3","1","2","2","7","4","6","2","6","2","3","8","8","8"
"3","2","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","4","1","2","2","4","2","5","6","3","1","6","8","1","2","2","1"
"4","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","3","1","1","2","1","8","6","6","3","3","7","5","7","4","4"
"5","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","4","1","2","2","1","2","2","3","7","1","1","8","6","2"
"6","1","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","3","2","3","8","2","3","4","2","5","3","6","3","4"
"7","2","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","4","3","2","2","8","3","8","6","5","6","1","7","4"
"8","1","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","3","2","1","3","3","1","7","5","7","2","5","8","4","8","3","5"
"9","1","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","4","1","2","3","3","1","1","7","3","3","8","7","2","8","1","3"
"10","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","1","1","2","2","4","8","4","5","8","3","2","3","3","7"
"11","1","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","3","1","1","3","1","2","1","8","8","1","5","1","7","4","8","4"
"12","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","4","1","2","1","1","3","5","2","7","8","3","7","6","5","8","7"
"13","1","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","3","3","3","3","1","1","2","2","8","4","4","8","1","3","4","8"
"14","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","2","2","1","1","3","4","1","4","2","3","1","7","6","4","4","1","8","2","4"
"15","1","1","2","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","4","3","1","4","2","5","3","3","7","1","3","3","8","4","6"
"16","1","1","2","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","4","4","1","2","4","1","7","6","1","6","4","3","8","6","3","4"
"17","2","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","3","1","4","3","3","1","6","3","5","8","6","6","3","3","6","4"
"18","1","1","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","6","6","8","8","5","4","4","3","1","1"
"19","1","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","3","3","1","2","1","3","2","4","8","1","6","8","4","7","3"
"20","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","3","3","2","3","5","8","1","6","1","7","4","1","6","5"
"21","1","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","3","2","1","1","1","3","3","4","3","5","2","8","8","5","6","1"
"22","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","4","2","3","1","1","3","8","8","5","2","4","5","5","2","1","2"
"23","1","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","3","4","4","2","3","4","3","2","4","8","2","8","5"
"24","1","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","4","1","2","1","3","2","3","1","5","6","1","5","8","1","3"
"25","1","2","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","4","4","4","3","1","1","8","4","4","1","1","7","3","3","2","2"
"26","1","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","4","3","4","1","1","4","6","8","7","5","6","2","4","6","4","3"
"27","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","4","3","4","4","2","3","2","5","7","7","8","1","3","4","3","1"
"28","2","1","1","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","2","2","1","4","4","3","3","2","4","6","4","4","4","2"
"29","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","4","3","4","3","1","1","2","3","5","3","4","4","2","3","8"
"30","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","3","1","4","1","1","3","2","6","1","3","1","6","7","2","3","8"
"31","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","4","3","1","1","3","3","1","3","6","4","5","5","8","5","2","3"
"32","1","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","4","4","1","4","2","3","3","3","5","1","7","3","4","7","6","8"
"33","2","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","3","2","3","2","4","4","4","5","6","5","1","8","2","4","7"
"34","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","4","3","2","1","3","5","7","7","2","8","4","8","3","6","4"
"35","2","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","2","3","3","6","2","4","1","4","3","7","8","7","7"
"36","2","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","4","4","4","1","2","1","1","8","7","2","6","5","6","6","7"
"37","1","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","3","2","1","4","1","5","1","8","3","8","3","7","5","7"
"38","1","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","4","2","3","4","2","4","4","5","5","4","2","6","6","8","2","4"
"39","1","1","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","4","4","3","2","3","2","1","2","5","7","5","6","2","5"
"40","2","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","3","3","2","1","1","4","1","4","1","2","8","3","1","1","7","4"
"41","1","1","2","1","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","3","1","4","2","4","2","2","2","5","6","8","5","4","5","5","2"
"42","2","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","3","3","4","4","3","5","2","5","1","2","7","5","1","4"
"43","1","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","4","3","3","2","4","1","6","7","4","6","3","7","5","5","2"
"44","2","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","3","3","2","3","3","2","5","5","5","5","3","3","5","4","2","8"
"45","2","1","1","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","3","1","3","4","3","4","3","2","8","8","7","1","6","5","8"
"46","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","4","3","2","3","3","6","5","7","4","8","2","1","8","3"
"47","2","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","3","4","2","1","3","3","5","3","3","5","3","6","3","8","6"
"48","2","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","4","1","3","2","4","6","2","1","7","8","2","6","2","2","1"
"49","1","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","1","4","1","6","5","3","6","8","6","5","7","8","2"
"50","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","2","4","3","2","8","6","7","5","7","6","8","1","5","6"
"51","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","3","4","3","4","2","3","8","7","3","6","5","2","1","4","1","7"
"52","2","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","2","1","1","2","3","3","4","4","8","4","1","4","5","8","5","1"
"53","1","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","3","1","4","1","2","4","7","6","1","1","8","6","1","3","2"
"54","1","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","3","2","3","3","7","8","2","7","3","1","8","3","2","2"
"55","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","3","4","2","1","3","3","7","1","2","1","8","6","6","5","4","5"
"56","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","3","1","1","4","4","3","1","4","4","8","4","2","4","7","2","6"
"57","1","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","3","2","4","4","4","3","4","6","2","2","3","4","3","4","7","3"
"58","1","2","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","4","2","3","2","4","2","8","4","1","7","5","6","2","5","7","8"
"59","1","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","4","3","4","3","3","2","2","1","3","2","1","2","8","7","5","7"
"60","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","1","4","1","1","8","5","4","7","6","4","1","5","4","5"
"61","1","2","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","4","4","1","2","1","5","4","8","5","4","5","6","4","5","5"
"62","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","3","2","4","3","1","2","4","2","6","7","6","3","8","7","1","5"
"63","1","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","4","2","4","1","2","6","5","2","4","4","7","8","1","1","8"
"64","1","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","3","1","1","1","3","4","5","1","4","6","2","1","3","1","1","8"
"65","2","2","2","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","3","4","3","2","4","1","4","2","7","1","2","2","5","1","8","3"
"66","1","2","1","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","3","3","3","4","3","7","7","8","3","6","6","4","1","2","7"
"67","2","1","1","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","4","4","1","1","1","4","7","2","5","3","5","4","3","1","5","6"
"68","1","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","2","1","4","1","4","7","7","7","5","5","7","7","6","8"
"69","2","2","2","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","3","3","3","2","2","2","6","3","8","2","2","7","2","5","3","6"
"70","2","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","4","2","2","2","2","1","3","7","4","2","6","1","6","6","5","8"
"71","1","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","4","4","4","1","3","3","4","5","8","6","6","7","7","2","7","6"
"72","1","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","4","4","1","1","5","3","2","1","5","2","2","2","5","4"
"73","1","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","3","2","4","2","2","1","8","3","6","5","8","4","7","1","2","7"
"74","2","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","3","4","2","3","1","1","3","8","6","6","3","6","2","8","5","1"
"75","2","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","3","3","2","3","4","3","6","8","1","8","5","3","7","1","5"
"76","2","1","1","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","4","3","4","4","5","7","6","8","4","1","5","5","3","6"
"77","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","2","2","4","1","1","2","7","8","6","7","3","3","5","2","3"
"78","1","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","4","1","3","2","2","1","2","1","2","8","5","3","5","1","4","1"
"79","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","3","2","1","4","2","4","7","1","3","7","4","7","7","3","5","3"
"80","2","1","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","3","3","3","4","4","4","2","6","4","5","5","7","6","8","6","2"
"81","1","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","4","2","2","1","3","4","3","3","8","7","3","2","1","1","3","2"
"82","1","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","3","3","2","4","2","3","5","1","1","4","6","4","2","7","8","2"
"83","2","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","4","3","1","3","1","1","5","6","2","7","2","5","4","8","7","7"
"84","2","1","1","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","4","1","2","4","2","4","1","3","7","6","1","8","5","3","7","5"
"85","1","2","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","3","1","4","4","2","4","6","7","1","1","3","5","8","8","4","6"
"86","2","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","4","2","3","4","3","6","1","6","5","5","8","3","6","7","2"
"87","2","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","4","4","1","3","3","2","3","7","1","8","2","4","7","4","4","2"
"88","1","2","1","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","3","3","2","2","4","1","1","8","5","7","1","4","6","6","1","6"
"89","2","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","4","1","3","3","1","2","6","4","2","6","7","4","6","7","3","3"
"90","1","1","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","3","4","4","8","1","8","2","3","3","6","2","6","3"
"91","1","2","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","3","4","2","2","2","2","7","5","6","8","1","5","1","2","6","3"
"92","1","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","2","3","2","4","3","1","4","8","1","3","4","2","3","5","6","1"
"93","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","3","3","4","1","2","7","3","4","6","3","5","7","6","8","1"
"94","2","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","4","2","2","4","4","3","7","2","8","5","1","1","2","7","4","4"
"95","1","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","4","1","4","3","1","6","6","5","2","1","1","1","5","8","7"
"96","1","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","4","2","2","3","1","2","7","6","4","4","8","2","5","4","6","6"
"97","1","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","3","4","1","1","3","1","6","4","8","1","4","2","7","6"
"98","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","4","3","1","2","2","2","1","7","2","5","4","6","3","2","8","5"
"99","1","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","3","4","2","4","4","4","3","4","2","3","6","5","5","3","3","7"
"100","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","3","1","2","3","4","8","2","2","6","6","8","2","4","6","6"
"101","2","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","3","2","1","4","2","8","5","1","1","2","1","4","3","5","3"
