"","A","B","C"
"1","1","2","6"
"2","1","1","5"
"3","2","1","4"
"4","1","1","9"
"5","2","1","10"
"6","2","2","7"
"7","2","1","8"
"8","1","1","1"
"9","1","2","8"
"10","1","2","4"
"11","2","2","9"
"12","2","2","5"
"13","2","2","3"
"14","1","2","2"
"15","2","1","2"
"16","2","1","6"
"17","1","1","3"
"18","1","2","10"
"19","1","1","7"
"20","2","2","1"
