"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63"
"1","2","2","2","1","1","1","2","2","1","1","1","2","1","2","1","2","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","3","2","4","4","2","4","4","3","2","4","3","4","5"
"2","2","2","1","1","2","1","1","2","2","1","2","1","1","2","1","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","3","3","4","1","3","1","4","1","4","3","2","2","5"
"3","1","2","1","1","1","2","1","2","1","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","3","2","3","2","2","2","3","1","1","1","1","3","5"
"4","1","2","2","1","1","2","2","1","2","1","1","1","1","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","3","1","1","2","3","4","2","2","1","2","2","2","1"
"5","1","1","1","2","1","2","1","2","2","1","2","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4","4","4","2","2","2","2","2","4","4","2","2"
"6","2","1","1","1","2","1","2","1","1","2","2","1","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","4","1","4","4","4","1","3","3","1","4","3","5"
"7","2","2","1","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","3","1","4","1","2","3","1","4","4","4","6"
"8","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","3","3","3","3","2","2","2","2","2","1","2","1","2"
"9","2","1","2","2","1","2","1","2","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","3","2","3","3","3","2","4","4","1","4","2","5"
"10","2","2","1","1","2","2","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","4","4","3","2","2","4","4","3","2","4","4","1","1"
"11","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","3","2","4","4","3","3","2","4","4","1","1","4","3"
"12","2","2","2","1","1","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","4","1","4","3","1","4","1","4","2","4","1","5"
"13","1","2","1","2","1","2","2","1","1","2","2","2","1","1","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","4","4","4","4","4","1","2","3","1"
"14","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","4","2","2","1","1","4","2","2","1","4","4","3"
"15","1","1","2","2","1","2","2","1","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","1","3","4","2","2","3","4","1","3","1","3","3","6"
"16","2","2","2","1","1","2","1","2","2","1","2","2","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","3","3","3","3","3","4","1","3","2"
"17","1","1","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","4","3","3","2","4","3","1","3","2","1","6"
"18","2","1","1","2","2","1","1","2","1","2","2","2","1","1","1","2","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","1","3","3","1"
"19","1","2","1","2","2","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","4","2","2","1","4","3","1","1","2","2","2","3","1"
"20","1","1","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","3","2","3","2","1","3","2","3","2","2","1","1","5"
"21","2","1","2","2","1","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","4","2","2","2","4","1","4","1","4","2","2","3"
"22","2","2","1","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","2","4","3","1","2","1","2","4","3","3","1","2","4"
"23","2","1","2","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","3","4","2","3","4","1","3","4","2","2","4"
"24","1","1","1","2","1","2","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","4","1","4","1","2","4","1","4","1","2","1","4","5"
"25","1","2","2","2","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","4","3","1","2","4","1","2","3","1","4","3","2","4"
"26","1","1","2","2","2","1","1","2","2","1","2","1","1","2","1","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","4","2","4","1","4","1","3","3","3","5"
"27","2","1","2","1","2","2","1","2","1","2","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","3","4","1","3","4","1","3","4","2","2","3","4","4"
"28","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","3","1","1","2","2","3","1","1","1","4","1","3"
"29","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","4","2","1","3","1","4","2","1","3","3","4","4","1"
"30","1","2","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","4","4","3","4","3","1","1","2","2","3","1","2"
"31","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","3","3","3","3","3","1","3","4","2"
"32","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","3","3","4","1","1","3","3","4","1","4","4","4","1"
"33","2","1","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","3","2","3","2","3","1","1","2","3","3","3","1","3"
"34","2","1","2","2","2","2","1","1","1","1","2","2","2","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","4","2","2","1","2","1","3","3","4","2","2","1","2"
"35","1","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","4","4","3","2","3","3","2","4","4","2","4","3","3"
"36","1","1","1","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","4","2","1","3","4","3","4","2","1","3","4","2","4"
"37","1","1","1","1","1","2","2","1","2","1","2","1","1","2","1","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","2","3","1","3","2","3","2","3","3","2","5"
"38","1","2","2","2","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","4","4","4","4","4","1","3","1","2"
"39","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","3","4","2","1","1","4","2","1","3","3","3","1","6"
"40","2","2","1","2","2","2","1","1","1","1","1","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","4","1","3","3","1","3","3","4","1","4","3","1","5"
"41","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","4","2","3","2","1","4","2","4","4","1","6"
"42","1","2","1","2","2","2","1","2","1","2","2","1","1","2","2","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","4","2","1","4","2","1","3","2","2","1","4"
"43","2","2","2","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","3","4","2","1","2","1","3","4","3","1","3","4"
"44","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","4","1","3","3","3","1","4","1","4","4","3","3","3"
"45","2","2","2","1","2","1","2","1","1","2","1","1","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","4","4","3","3","4","2","2","1","3","1","3","2"
"46","1","1","2","1","1","1","2","2","1","1","2","1","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","3","4","4","1","3","4","2","3","2","4","6"
"47","1","1","1","2","2","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","3","1","1","2","2","1","3","3","4","3","4","2","2"
"48","1","2","1","1","2","2","1","1","1","1","2","2","2","1","1","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","3","3","4","3","4","2","2","1","2","3","4","2"
"49","1","1","1","1","1","2","1","1","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","3","3","4","1","4","4","1","3","3","2","4","2","3"
"50","1","2","2","1","2","1","1","2","1","2","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","4","4","4","4","3","3","3","3","3","1","2","2","1"
"51","2","1","2","1","2","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","3","3","4","1","2","4","4","3","2","3","2","1"
"52","1","2","2","2","2","1","2","1","1","2","2","1","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","4","1","4","1","1","1","4","2","2","1","1","2","5"
"53","1","2","1","1","2","2","2","1","2","2","1","1","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","3","4","2","1","3","2","1","4","2","4","3","3","4"
