"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","2","2","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","3","2","2","4","3","1","4","1","4","3","3","4","2","1","2","1","3","2","3","3","7","3","6","16"
"2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","3","4","3","1","3","2","4","1","2","4","2","2","1","4","2","1","4","3","4","1","4","7","5","7","11"
"3","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","3","4","1","4","2","1","1","2","1","1","1","3","4","1","2","3","2","2","2","4","4","7","4","3","12"
"4","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","3","4","1","3","3","2","2","3","3","2","1","2","3","4","2","3","4","3","2","2","4","8","4"
"5","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","2","1","4","4","1","4","4","3","2","4","4","1","2","4","2","2","1","3","1","2","7","6","7","13"
"6","2","1","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","4","3","1","3","1","1","2","2","4","1","2","4","4","3","1","4","3","1","4","2","8","7","12"
"7","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","3","3","4","1","1","2","2","2","4","2","2","3","2","2","3","4","2","8","7","8","10"
"8","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","8","8","8","16"
"9","2","2","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","3","4","3","1","4","4","3","2","1","4","2","1","3","1","4","3","2","4","2","3","7","6","2","15"
"10","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","4","4","2","1","3","3","3","4","4","3","4","3","1","3","1","2","3","1","1","1","1","3","2","8","12"
"11","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","3","4","4","2","3","2","2","2","2","1","1","1","2","2","1","2","3","4","3","3","2","7","1","8","3"
"12","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","4","2","1","4","2","2","4","4","1","2","1","4","3","2","3","4","4","4","1","3","3","2","2","6","15"
"13","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","3","4","4","2","1","2","4","1","1","3","2","3","2","4","4","2","2","4","4","3","3","4","2","4","8"
"14","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","3","1","4","1","2","2","1","4","1","1","3","2","2","4","3","3","1","1","1","4","2","3","6","2","2"
"15","1","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","3","2","2","1","1","4","4","2","2","3","3","4","2","2","1","3","3","4","4","1","5","8","15"
"16","2","2","2","2","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","3","1","1","2","3","1","4","2","3","3","2","3","2","3","1","3","4","2","1","4","4","8","1","3"
"17","1","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","2","3","2","1","4","4","4","1","4","1","2","2","2","1","4","2","3","3","1","4","1","4","2"
"18","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","3","1","3","3","1","1","1","3","4","1","1","1","2","3","3","1","4","2","2","3","8","2","5","11"
"19","2","1","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","3","2","4","4","4","3","1","2","4","3","4","3","3","3","1","3","2","2","3","3","3","1","6","1","11"
"20","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","4","2","3","2","1","3","3","4","3","4","3","3","2","3","2","3","1","2","1","4","8","8","1"
"21","2","1","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","3","1","1","3","3","1","2","4","2","1","3","4","4","3","4","2","4","3","4","3","4","3","7","5","9"
"22","2","1","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","3","1","4","1","4","2","3","3","2","3","4","4","2","2","2","3","4","1","2","4","3","8","5","6","5"
"23","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","3","3","2","4","2","2","1","3","3","1","2","4","1","2","1","2","1","3","3","2","3","8","5","15"
"24","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","3","3","2","2","2","4","1","4","3","4","2","3","2","2","2","4","3","2","4","1","2","2","7","7","14"
"25","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","3","2","1","2","3","4","4","1","4","1","3","3","1","2","3","2","2","4","1","4","4","6","8","2","7"
"26","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","4","1","2","2","2","3","4","2","3","3","2","4","1","1","3","3","1","4","3","2","1","7","5","2","9"
"27","2","1","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","4","2","1","3","4","1","3","1","1","2","1","3","1","3","4","4","4","4","3","1","1","5","1","13"
"28","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","2","4","2","1","1","4","3","4","2","3","1","3","3","3","2","4","1","4","3","3","4","6","6","5","10"
"29","2","2","2","2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","2","3","3","4","4","1","2","1","4","1","2","2","3","4","2","2","4","1","3","1","3","5","7","6"
"30","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","4","1","4","2","2","3","1","4","3","3","1","2","3","4","1","1","3","3","2","4","5","7","6","13"
"31","2","1","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","3","4","3","1","1","2","2","2","1","2","1","4","1","2","3","1","1","3","3","1","1","4","6","3","16"
"32","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","4","1","1","1","2","3","2","1","3","2","1","3","2","3","4","4","2","3","4","4","3","7","1","1","1"
"33","2","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","3","4","2","3","2","1","3","1","1","4","2","4","3","3","1","4","1","1","1","2","2","7","8","4","4"
"34","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","1","4","4","2","3","1","4","1","3","3","3","3","4","4","3","4","4","1","2","1","2","5","6","1","6"
"35","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","3","1","3","2","4","2","1","4","2","2","3","3","1","4","1","4","3","2","1","2","1","8","1","5","13"
"36","1","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","4","2","3","2","2","1","2","4","2","4","2","1","1","3","2","2","4","4","4","2","5","3","5","5"
"37","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","3","1","2","4","3","1","4","3","2","4","4","3","3","1","3","1","3","4","3","1","2","3","3","6","1"
"38","2","1","1","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","3","2","4","3","1","3","2","3","1","2","2","2","4","4","4","2","3","1","4","1","8","6","6","3"
"39","2","2","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","4","2","3","1","1","1","3","4","1","1","1","3","2","1","2","2","3","1","4","2","2","5","8","6","11"
"40","1","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","3","3","3","4","3","3","2","4","4","4","2","1","4","1","1","1","2","4","1","2","4","2","6","4","5"
"41","1","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","4","2","4","2","1","1","1","3","1","4","2","4","1","3","1","1","4","2","3","4","4","5","4","5","3"
"42","2","2","2","2","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","4","2","2","3","2","2","2","3","1","3","2","3","4","4","4","3","3","3","2","1","1","2","6","5","7"
"43","2","1","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","2","3","4","1","2","3","3","3","3","3","2","4","3","1","1","2","4","3","4","7","2","8","5"
"44","1","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","3","3","2","4","3","1","2","2","2","4","2","1","1","2","3","4","2","3","4","8","6","3","1"
"45","2","2","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","4","2","1","4","4","2","2","3","2","4","2","2","3","4","2","4","1","4","2","3","2","5","1","2","12"
"46","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","3","2","3","3","4","3","3","1","4","2","3","4","4","1","2","4","1","1","4","1","1","1","2","2","3"
"47","2","2","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","4","4","3","3","2","4","4","4","3","3","4","1","3","4","2","3","2","3","4","2","3","3","3","3","3"
"48","2","1","2","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","3","3","4","3","3","3","4","3","4","1","1","2","3","3","2","2","1","3","2","4","2","2","2","3","13"
"49","2","2","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","4","3","3","2","2","1","2","1","1","3","4","2","2","1","1","3","4","4","1","1","3","6","4","8","13"
"50","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","3","4","1","4","1","2","1","2","4","4","3","1","1","3","4","2","3","1","3","4","1","7","3","2"
"51","2","1","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","3","1","3","1","1","3","2","4","2","2","3","1","4","2","3","4","4","1","2","2","3","1","1","16"
"52","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","4","4","1","2","1","3","3","4","3","4","4","2","2","3","3","1","1","2","1","3","2","8","5","3","7"
"53","2","2","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","1","3","2","4","1","3","3","3","4","1","1","3","2","3","2","4","3","4","4","1","6","6","4","12"
