"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"1","2","2","1","2","2","2","1","2","2","2","1","1","1","3","2","3","1","1","4","1","1"
"2","2","2","1","2","2","2","1","2","1","2","2","3","3","1","4","1","3","3","2","3","1"
"3","2","1","2","1","2","2","2","1","2","2","1","2","2","4","4","2","1","3","2","3","1"
"4","1","1","1","2","2","2","2","2","1","2","2","2","4","3","3","1","1","4","3","3","4"
"5","2","1","2","2","1","1","1","1","1","2","2","4","3","3","1","4","1","2","2","3","2"
"6","1","2","2","2","2","2","2","1","2","2","1","3","1","3","1","2","4","3","4","2","2"
"7","2","2","1","1","1","2","1","2","1","1","1","4","2","3","3","2","2","2","3","1","2"
"8","1","2","2","1","2","1","1","2","1","2","2","1","4","2","3","4","3","2","4","2","5"
"9","2","2","1","1","2","1","2","1","2","1","2","2","4","1","2","2","1","3","4","3","5"
"10","1","2","2","2","2","2","2","1","2","1","2","4","2","4","2","1","3","4","3","1","2"
"11","1","2","1","1","1","2","1","1","1","2","2","1","2","1","2","3","4","4","4","3","4"
"12","2","2","1","1","1","2","1","2","1","2","2","3","1","4","4","1","1","1","4","2","2"
"13","1","1","2","2","1","2","1","2","1","1","1","1","4","3","1","2","4","1","2","3","5"
"14","1","1","1","2","2","1","1","1","1","1","1","1","2","3","2","4","1","3","1","2","3"
"15","2","2","1","2","1","1","2","2","1","2","2","3","4","2","1","2","2","3","1","1","3"
"16","2","2","1","1","1","2","1","2","2","2","1","1","3","2","2","3","3","3","2","4","2"
"17","1","1","1","2","2","2","2","2","1","1","1","1","3","4","4","2","2","3","4","4","4"
"18","1","2","2","2","1","1","2","2","2","1","2","4","1","1","2","2","4","2","2","4","1"
"19","2","1","2","1","2","2","1","2","2","1","2","1","4","4","4","1","4","2","2","1","3"
"20","2","2","2","2","2","1","1","1","1","2","2","3","3","3","2","2","4","4","3","1","4"
"21","2","1","2","2","1","1","1","1","2","2","1","2","1","1","3","2","3","4","4","1","2"
"22","1","1","1","1","2","1","2","2","1","1","1","1","1","4","2","2","3","2","3","3","2"
"23","2","2","1","2","2","2","1","2","1","1","1","4","4","2","3","2","4","4","1","4","1"
"24","2","1","1","2","1","2","2","1","1","1","1","3","1","4","3","4","3","4","2","3","5"
"25","2","1","2","1","2","2","1","2","1","2","2","4","1","1","1","4","1","3","3","4","3"
"26","1","2","2","2","2","2","2","1","1","1","1","2","4","2","4","3","1","2","1","3","2"
"27","2","1","2","1","2","2","2","1","2","1","2","1","1","3","3","1","2","4","1","4","1"
"28","2","2","1","1","2","1","2","1","1","2","2","3","1","4","3","3","4","2","1","2","5"
"29","1","1","2","2","1","2","1","2","2","2","1","4","1","2","4","3","1","4","3","2","5"
"30","1","1","1","2","2","1","1","1","2","1","2","3","4","1","4","2","3","1","3","4","3"
"31","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1"
"32","1","2","2","1","1","2","2","1","1","2","2","1","2","1","4","2","3","4","1","2","3"
"33","2","1","1","2","1","2","2","1","2","2","1","2","4","1","2","1","2","1","3","2","5"
"34","2","1","2","1","1","1","2","2","1","1","1","3","2","1","3","1","1","2","4","4","4"
"35","1","1","1","1","1","1","1","1","2","2","1","4","4","4","4","4","4","4","4","4","1"
"36","1","1","1","2","2","1","1","1","2","2","1","4","3","2","3","1","4","2","4","3","3"
"37","2","2","2","2","2","1","1","1","1","1","1","4","4","4","1","1","3","3","4","2","4"
"38","2","2","1","1","2","1","2","1","1","1","1","4","2","3","4","4","3","1","2","1","5"
"39","1","1","1","1","2","1","2","2","1","2","2","2","2","3","1","1","4","1","4","4","2"
"40","1","1","1","1","2","1","2","2","2","1","2","3","3","2","4","4","1","4","1","1","2"
"41","2","1","2","1","2","2","2","1","1","1","1","3","3","1","1","3","4","2","3","2","1"
"42","1","2","2","2","1","1","2","2","1","1","1","2","3","3","4","4","2","4","4","2","1"
"43","1","1","1","2","2","2","2","2","2","2","1","4","2","1","1","3","3","2","1","1","4"
"44","1","2","1","1","1","2","1","1","2","2","1","3","4","3","4","1","2","2","2","1","4"
"45","1","2","2","1","2","1","1","2","2","1","2","4","1","3","2","1","2","3","1","3","5"
"46","2","1","1","2","1","2","2","1","1","2","2","4","2","3","4","3","4","3","1","4","5"
"47","2","2","2","2","2","1","1","1","2","2","1","1","1","1","4","4","2","2","1","3","4"
"48","1","2","2","2","1","1","2","2","2","2","1","3","2","2","1","1","3","1","1","3","1"
"49","1","1","1","2","2","2","2","2","2","1","2","3","1","2","2","4","4","1","2","2","4"
"50","2","1","2","1","1","1","2","2","1","2","2","4","1","2","4","2","2","1","3","3","4"
"51","1","2","2","1","1","2","2","1","1","1","1","2","1","2","3","1","4","3","2","1","3"
"52","2","1","2","1","2","2","2","1","1","2","2","4","4","2","2","4","3","1","4","1","1"
"53","2","1","2","2","1","1","1","1","2","1","2","1","2","2","4","1","4","3","3","2","2"
"54","1","2","2","1","1","2","2","1","2","1","2","4","3","4","1","3","2","1","4","3","3"
"55","1","1","1","1","1","1","1","1","2","1","2","3","3","3","3","3","3","3","3","3","1"
"56","2","2","1","2","1","1","2","2","2","1","2","2","1","3","4","3","3","2","4","4","3"
"57","1","1","2","2","1","2","1","2","2","1","2","3","2","1","3","4","2","3","4","1","5"
"58","2","1","2","1","2","2","1","2","1","1","1","3","2","2","2","3","2","4","4","3","3"
"59","2","2","1","2","1","1","2","2","2","2","1","1","2","4","3","4","4","1","3","3","3"
"60","1","2","2","1","1","2","2","1","2","2","1","3","4","3","2","4","1","2","3","4","3"
"61","2","2","1","2","1","1","2","2","1","1","1","4","3","1","2","1","1","4","2","2","3"
"62","1","2","2","1","2","1","1","2","1","1","1","2","3","1","4","3","4","1","3","1","5"
"63","2","2","1","1","2","1","2","1","2","2","1","1","3","2","1","1","2","4","3","4","5"
"64","2","2","2","2","2","1","1","1","2","1","2","2","2","2","3","3","1","1","2","4","4"
"65","2","2","1","2","2","2","1","2","2","1","2","2","2","4","1","4","2","2","3","2","1"
"66","2","2","1","1","1","2","1","2","2","1","2","2","4","1","1","4","4","4","1","3","2"
"67","2","1","2","2","1","1","1","1","1","1","1","3","4","4","2","3","2","1","1","4","2"
"68","1","2","2","1","2","1","1","2","2","2","1","3","2","4","1","2","1","4","2","4","5"
"69","2","1","2","1","1","1","2","2","2","2","1","2","3","4","2","4","4","3","1","1","4"
"70","1","2","1","1","1","2","1","1","1","1","1","2","1","2","1","4","3","3","3","4","4"
"71","2","1","1","2","1","2","2","1","2","1","2","1","3","2","1","2","1","2","4","1","5"
"72","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"73","1","1","1","1","2","1","2","2","2","2","1","4","4","1","3","3","2","3","2","2","2"
"74","2","1","2","1","2","2","1","2","2","2","1","2","3","3","3","2","3","1","1","2","3"
"75","1","2","2","2","2","2","2","1","1","2","2","1","3","1","3","4","2","1","2","4","2"
"76","1","2","2","2","1","1","2","2","1","2","2","1","4","4","3","3","1","3","3","1","1"
"77","1","2","1","1","1","2","1","1","2","1","2","4","3","4","3","2","1","1","1","2","4"
"78","2","1","2","1","1","1","2","2","2","1","2","1","4","3","1","3","3","4","2","2","4"
"79","1","1","2","2","1","2","1","2","1","2","2","2","3","4","2","1","3","2","1","4","5"
"80","1","1","1","2","2","1","1","1","1","2","2","2","1","4","1","3","2","4","2","1","3"
