"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","1","1","1","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","4","1","1","2","1","4","3","1","2","4","4","2","1","4","4","2","2","1","4","3","6","7","4","7","7"
"2","2","2","1","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","4","3","2","1","3","3","4","4","1","4","3","4","2","3","4","2","4","3","2","4","1","3","4","2","3","3"
"3","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","4","4","1","2","3","3","2","3","1","3","4","1","3","1","2","3","2","1","2","3","4","8","1","7","3","1"
"4","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","1","3","3","2","3","3","3","3","4","4","1","3","3","3","4","4","3","2","4","1","1","7","8","1","6"
"5","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","3","4","2","3","4","3","2","3","2","1","3","4","1","4","4","4","3","2","4","1","2","1","1","6","1"
"6","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","2","4","3","3","4","1","4","2","2","1","3","1","4","1","1","4","2","4","3","2","1","7","1","3","3","8"
"7","1","1","2","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","4","4","1","2","3","3","3","1","1","1","2","4","2","1","2","4","2","3","1","4","8","3","8","5","5"
"8","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","2","1","1","4","1","4","2","3","4","4","4","2","1","3","2","2","1","4","3","1","2","7","6","3"
"9","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","4","1","4","2","4","3","4","1","1","1","2","1","2","1","2","2","2","2","7","1","6","1","7"
"10","1","1","1","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","4","1","2","3","1","1","2","2","1","1","2","4","1","3","4","2","3","2","4","3","1","8","8","1","6","7"
"11","2","2","1","1","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","3","2","3","3","2","2","1","2","1","2","4","1","2","4","4","1","4","1","4","2","3","5","3","6","6","8"
"12","2","2","2","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","4","3","3","2","4","3","3","4","1","3","2","4","4","1","4","2","3","4","1","7","5","5"
"13","1","2","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","1","2","2","1","3","3","2","4","4","2","4","4","2","3","1","3","3","3","3","5","4","1","8","4"
"14","1","1","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","4","4","4","2","3","1","1","3","1","4","1","3","1","2","3","1","4","1","4","2","3","6","5","3","1","3"
"15","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","4","4","2","4","1","3","2","3","2","2","4","1","1","1","1","1","4","4","4","4","1","2","2","8","4"
"16","2","2","2","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","3","2","3","4","2","1","4","3","2","4","3","2","4","2","1","4","4","4","4","6","7","5","5","8"
"17","1","1","1","1","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","3","2","3","2","4","3","4","3","4","3","3","1","1","2","2","2","2","3","2","8","7","8"
"18","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","3","2","8","8","8","8","8"
"19","2","2","1","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","4","1","2","1","2","4","3","1","4","1","3","3","4","1","3","3","3","3","1","2","4","6","5","6","3","4"
"20","1","2","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","3","3","3","2","1","3","3","1","3","4","1","4","1","3","1","3","3","1","3","4","2","8","5","4","4","8"
"21","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","4","2","2","3","4","3","2","3","1","4","2","3","3","1","3","3","1","2","4","7","8","5","6","2"
"22","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","3","1","2","3","2","4","2","3","1","4","1","2","2","1","2","2","3","4","1","2","4","5","5","8","3"
"23","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","4","3","1","1","4","4","4","1","4","1","4","1","2","3","4","1","2","7","4","2","5","7"
"24","1","1","2","2","2","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","3","2","2","1","1","1","3","1","4","1","4","4","1","1","2","2","2","4","3","2","1","5","6","5","1","1"
"25","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","3","1","4","4","2","2","3","1","1","1","3","4","3","2","2","4","2","3","4","1","2","2","2","3","6","6"
"26","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","2","3","2","1","4","3","3","3","1","3","1","4","2","2","2","3","4","1","2","3","3","4","3","8"
"27","1","1","2","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","3","3","2","2","1","1","3","2","3","4","1","1","1","4","4","1","3","2","2","4","4","4","2"
"28","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","4","4","2","3","1","4","3","3","3","4","2","1","1","1","2","1","2","3","4","6","6","1","1","8"
"29","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","1","4","3","3","2","4","3","1","1","4","3","2","4","4","1","3","2","6","3","2","6","1"
