"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61"
"1","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","3","4","1","2","3","4","1","4","3","1","2","2","6","1","7","4","13"
"2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","2","1","3","2","1","3","4","4","4","1","1","8","5","5","2","7","15"
"3","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","4","4","3","1","1","4","4","2","3","1","5","7","1","5","1","1"
"4","1","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","4","3","3","4","1","2","2","2","1","1","4","3","7","2","2","2","13"
"5","2","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","3","2","3","3","2","1","2","4","4","4","1","1","5","7","7","2","8"
"6","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","4","2","4","1","2","2","1","4","1","3","6","3","8","1","14"
"7","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","4","4","1","1","2","2","2","1","1","3","2","4","6","7","8","8","15"
"8","2","2","1","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","4","2","4","4","2","2","3","4","3","2","2","5","3","7","7","5"
"9","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","8","8","8","8","8","16"
"10","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","3","1","4","1","2","2","3","1","4","3","3","3","2","1","5","7","8"
"11","1","1","2","2","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","3","2","1","3","3","3","2","4","3","3","8","6","2","4","3","1"
"12","2","2","1","2","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","4","3","1","4","1","3","3","4","1","3","3","6","5","6","3","4","11"
"13","1","1","1","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","4","1","2","4","2","4","2","1","3","1","2","1","8","3","3","2","1"
"14","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","3","4","3","2","3","1","4","2","3","3","1","7","8","5","6","2","11"
"15","1","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","2","3","3","3","4","3","2","2","3","2","1","2","8","7","3","7","4"
"16","1","1","1","2","1","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","4","3","1","2","4","4","2","1","4","4","6","7","4","7","7","6"
"17","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","3","1","3","4","2","3","4","3","4","2","7","6","3","2","5","6"
"18","1","1","1","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","4","3","1","3","2","2","1","3","5","8","6","7","5","15"
"19","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","4","2","3","1","4","3","4","3","2","7","4","1","3","14"
"20","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","3","4","3","2","3","1","3","1","3","2","8","4","6","5","2","6"
"21","1","1","2","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","3","1","2","1","2","3","2","3","4","1","4","6","4","5","8","5","2"
"22","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","3","3","2","4","4","2","4","4","2","3","5","4","1","8","4","3"
"23","1","1","2","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","4","4","1","4","4","3","3","3","1","3","4","3","1","1","2","4"
"24","2","2","1","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","4","1","1","2","1","1","4","1","2","3","3","5","8","6","5","4"
"25","2","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","4","4","2","2","1","4","2","1","1","4","1","8","2","4","1","5","11"
"26","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","4","2","4","3","4","1","1","1","2","1","2","7","1","6","1","7","2"
"27","2","2","2","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","4","2","1","4","3","2","4","3","2","4","2","6","7","5","5","8","4"
