"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61"
"1","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","9"
"2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","2","2","1","3","1","2","3","2","1","1","3","6"
"3","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","3"
"4","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","1","2","3","2","1","1","3","3","2","2","1","2","3","1","3","2","2","1","1","3","3","2","3","1","2","1","3","3","2","2","1","1","3","8"
"5","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","3","1","2","1","3","3","2","2","1","1","3","2","3","1","3","2","2","1","1","3","3","2","1","2","3","2","1","1","3","3","2","2","1","6"
"6","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","1","3","3","1","3","2","2","3","2","1","1","3","2","2","3","2","1","1","2","1","3","3","2","1","1","2","1","3","3","1","3","2","3"
"7","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","3","2","3","2","1","2","2","1","3","1","3","2","1","2","1","3","1","1","3","2","3","2","1","3","1","3","2","3","3","2","1","2","9"
"8","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","3","2","2","3","2","1","1","2","1","3","2","1","3","3","1","3","2","2","3","2","1","3","2","1","1","2","1","3","3","1","3","2","8"
"9","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","1","1","3","3","2","2","1","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","5"
"10","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","3","1","3","1","3","2","3","2","1","2","2","1","2","1","2","1","3","1","3","2","3","3","2","3","2","3","2","1","2","1","3","1","5"
"11","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","3","1","3","2","2","1","1","3","3","2","3","1","2","1","3","3","2","2","1","1","3","1","2","3","2","1","1","3","3","2","2","1","2"
"12","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","3","2","1","2","1","3","1","1","3","2","3","4"
"13","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","3","3","2","2","3","3","3","3","3","1","1","2","2","1","1","2","2","2","2","2","3","3","1","1","3","3","1","1","3"
"14","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","3","3","3","3","1","1","2","2","1","2","2","3","3","3","3","1","1","2","2","1","2","2","3","3","3","3","1","1","2","2","1"
"15","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","3","3","2","2","1","1","3","2","3","1","2","2","2","1","1","3","3","2","1","2","3","1","1","1","3","3","2","2","1","3","1","2","3","3"
"16","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","7"
"17","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","1","2","1","2","1","3","1","3","2","3","1","3","1","3","1","3","2","3","2","1","2","3","2","3","2","3","2","1","2","1","3","1","9"
"18","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","3","2","1","2","1","3","1","1","3","2","3","2","1","3","1","3","2","3","3","2","1","2","1","3","2","3","2","1","2","2","1","3","1","6"
"19","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","3","1","1","3","2","3","2","3","2","1","3","2","3","3","2","1","2","1","2","1","3","2","1","2","2","1","3","1","3","1","3","2","6"
"20","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","1","2","2","3","3","3","3","1","1","2","2","9"
"21","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","3","1","1","3","3","1","1","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","1","2","2","1","1","2","2","3","3","3","3","9"
"22","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","3","1","2","1","3","3","2","2","1","1","3","1","2","3","2","1","1","3","3","2","2","1","2","3","1","3","2","2","1","1","3","3","2","5"
"23","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","3","3","2","1","2","3","1","3","2","2","1","1","1","3","2","3","1","2","1","3","3","2","2","2","1","3","1","2","3","2","1","1","3","2"
"24","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","3","3","2","2","1","3","1","2","3","3","3","2","2","1","1","3","2","3","1","2","2","2","1","1","3","3","2","1","2","3","1","6"
"25","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","3","2","1","1","3","3","2","2","1","1","2","3","2","1","1","3","3","2","2","1","1","2","3","2","1","1","3","3","2","2","1","7"
"26","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","3","2","3","1","2","1","3","3","2","1","1","3","2","3","1","2","1","3","3","2","1","1","3","2","3","1","2","1","3","3","2","4"
"27","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","1","1","2","2","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","3"
"28","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","3","2","1","2","1","3","1","1","3","2","3","1","3","2","3","2","1","2","2","1","3","1","2","1","3","1","3","2","3","3","2","1","2","5"
"29","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","3","2","3","2","1","2","2","1","3","1","1","3","2","3","2","1","2","2","1","3","1","1","3","2","3","2","1","2","2","1","3","1","7"
"30","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","3","1","3","1","3","2","1","3","1","1","3","2","3","2","3","2","1","3","2","3","3","2","1","2","1","2","1","3","9"
"31","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","3","2","3","1","2","1","3","3","2","2","2","1","3","1","2","3","2","1","1","3","3","3","2","1","2","3","1","3","2","2","1","5"
"32","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","2","2","1","1","3","3","2","1","2","3","1","7"
"33","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","3","3","1","1","1","1","2","2","3","3","3","1","1","2","2","2","2","3","3","1","1","1","2","2","3","3","3","3","1","1","2","2","5"
"34","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","3","3","2","2","1","1","3","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","2"
"35","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","3","3","1","3","2","2","3","2","1","3","2","1","1","2","1","3","3","1","3","2","1","3","2","2","3","2","1","1","2","1","3","2"
"36","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","2","2","3","3","2","2","3","3","3","3","3","1","1","2","2","1","1","2","2","6"
"37","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","2","1","1","3","3","2","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","8"
"38","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","3","3","1","1","1","1","2","2","3","3","1","2","2","3","3","3","3","1","1","2","2","3","1","1","2","2","2","2","3","3","1","1","6"
"39","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","4"
"40","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","3","3","2","2","1","3","1","2","3","1","1","3","3","2","2","1","3","1","2","3","1","1","3","3","2","2","1","3","1","2","3","4"
"41","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","3","1","1","3","3","1","1","2","2","2","2","1","2","2","1","1","2","2","3","3","3","3","2","3","3","2","2","3","3","1","1","1","1","8"
"42","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","3","1","3","2","2","1","1","3","3","2","2","3","1","3","2","2","1","1","3","3","2","2","3","1","3","2","2","1","1","3","3","2","1"
"43","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","7"
"44","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","3","3","2","2","3","3","1","1","1","2","2","3","3","2","2","3","3","1","1","1","2","2","3","3","2","2","3","3","1"
"45","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","3","1","2","3","1","2","3","1","2","3","1","8"
"46","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","7"
"47","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","3","3","1","1","1","1","2","2","3","3","2","3","3","1","1","1","1","2","2","3","3","2","3","3","1","1","1","1","2","2","3","3","4"
"48","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","3","1","1","2","2","2","2","3","3","1","1","2","3","3","1","1","1","1","2","2","3","3","3"
"49","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","3","2","1","1","2","1","3","3","1","3","2","2","1","3","3","1","3","2","2","3","2","1","1","3","2","2","3","2","1","1","2","1","3","6"
"50","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","8"
"51","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","3","1","1","3","3","1","1","2","2","2","2","7"
"52","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","3","3","2","2","3","3","1","1","1","1","1","2","2","1","1","2","2","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","6"
"53","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","3","1","2","3","2","1","1","3","1","1","3","2","3","1","2","1","3","3","2","3","3","2","1","2","3","1","3","2","2","1","9"
"54","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","1","2","2","3","3","3","3","2","3","3","2","2","3","3","1","1","1","1","3","1","1","3","3","1","1","2","2","2","2","2"
"55","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","3","2","3","2","1","2","2","1","3","1","2","1","3","1","3","2","3","3","2","1","2","3","2","1","2","1","3","1","1","3","2","3","8"
"56","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","3","2","3","3","2","1","2","1","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","3","1","1","3","2","3","2","3","2","1","3"
"57","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","1"
"58","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","6"
"59","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","3","1","3","1","3","2","3","2","3","3","2","1","2","1","2","1","3","1","3","1","1","3","2","3","2","3","2","1","8"
"60","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","1","2","2","1","1","2","2","3","3","3","3","1","2","2","1","1","2","2","3","3","3","3","1","2","2","1","1","2","2","3","3","3","3","1"
"61","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","3","2","3","3","2","1","2","1","2","1","3","1","3","1","1","3","2","3","2","3","2","1","2","1","2","2","1","3","1","3","1","3","2","2"
"62","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","6"
"63","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","3","1","2","1","3","3","2","2","1","1","3","3","1","2","1","3","3","2","2","1","1","3","3","1","2","1","3","3","2","2","1","1","3","4"
"64","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","3","2","3","2","3","2","1","2","1","3","1","3","2","3","2","3","2","1","2","1","3","1","3","2","3","2","3","2","1","2","1","3","1","1"
"65","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","5"
"66","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","2","2","1","3","1","3","1","3","2","3","2","3","3","2","1","2","1","2","1","3","5"
"67","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","3","3","1","1","3","3","1","1","2","2","2","3","3","1","1","3","3","1","1","4"
"68","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","3","1","3","1","3","2","3","2","1","2","3","2","3","2","3","2","1","2","1","3","1","2","1","2","1","2","1","3","1","3","2","3","6"
"69","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","3","1","1","3","2","3","2","3","2","1","1","3","1","1","3","2","3","2","3","2","1","1","3","1","1","3","2","3","2","3","2","1","4"
"70","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","3","3","3","1","1","2","2","1","1","2","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","2","2","3","3","2","2","3","3","9"
"71","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","3"
"72","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","3","1","1","2","2","2","2","3","3","1","1","3","1","1","2","2","2","2","3","3","1","1","3","1","1","2","2","2","2","3","3","1","1","7"
