"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71"
"1","1","1","2","1","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","4","2","1","4","1","3","1","4","4","2","2","1","3","1","2","4","1","1","5","9"
"2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","4","4","1","4","3","1","4","1","3","2","7","7"
"3","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","3","2","1","4","4","3","2","3","4","2","4","4","1","3","2","3","3","3","1","12"
"4","1","2","1","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","2","4","1","2","2","1","1","1","3","4","4","1","1","1","3","3","3","4","5","13"
"5","2","2","2","2","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","3","3","3","1","1","3","3","2","4","3","3","4","4","3","1","3","4","7"
"6","2","1","1","2","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","3","2","2","3","4","3","1","1","1","3","2","1","2","2","2","1","4","4","7","16"
"7","1","1","2","1","1","2","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","4","2","3","2","2","4","3","3","4","2","2","4","1","2","3","4","2","1","2"
"8","1","2","1","2","1","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","4","3","2","2","2","3","4","4","2","3","3","2","3","4","4","4","1","2","5","12"
"9","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","4","3","1","4","2","1","3","3","2","1","1","3","1","4","2","3","3","15"
"10","1","2","1","1","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","4","4","2","1","4","2","4","4","3","3","3","1","2","2","1","1","1","1","4","8"
"11","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","4","2","3","3","2","3","4","3","4","4","3","2","3","2","4","2","4","5","3"
"12","2","1","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","4","1","1","3","4","1","2","2","2","3","3","2","4","2","2","2","1","8"
"13","1","1","2","1","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","2","2","3","3","4","4","1","4","1","1","1","4","2","4","2","3","4","4","4"
"14","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","2","4","4","4","2","3","2","3","1","2","1","1","4","2","2","4","1","2","7","1"
"15","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","3","2","4","4","3","4","3","2","4","2","1","1","3","3","2","4","1","8","14"
"16","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","3","4","4","4","1","4","3","3","4","4","2","1","2","2","4","3","2","2","4","13"
"17","1","2","1","1","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","3","2","2","1","1","4","4","2","4","2","4","2","2","1","3","4","2","3","1","6"
"18","2","2","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","3","1","3","4","3","3","3","4","3","4","1","1","2","4","3","2","4","2","6","6"
"19","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","3","1","1","1","4","2","2","2","4","2","3","2","1","2","1","1","1","8","4"
"20","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","3","4","1","1","1","3","4","1","3","3","1","1","3","2","4","3","2","8","7"
"21","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","3","2","3","1","4","1","2","3","3","1","3","1","3","1","3","2","2","2","5","4"
"22","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","4","4","3","1","2","1","2","3","2","2","4","1","4","1","2","4","6","3"
"23","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","4","3","1","1","2","3","3","2","3","2","1","3","4","1","4","2","2","1","3","16"
"24","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","3","2","4","1","3","3","4","2","4","4","4","3","1","3","1","2","3","4","15"
"25","1","1","2","2","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","4","1","1","4","1","1","1","1","2","1","4","1","3","3","3","5","16"
"26","1","1","2","1","1","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","3","2","4","2","4","1","1","1","2","4","1","4","4","4","3","4","1","1","3","8"
"27","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","4","4","1","4","1","1","2","1","3","3","3","3","1","4","4","2","4","1","4","10"
"28","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","8","16"
"29","2","1","1","1","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","3","1","2","4","2","2","1","1","4","3","2","2","3","4","3","4","4","3","2","4"
"30","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","4","4","2","3","4","3","4","4","3","3","2","4","1","3","1","3","1","1","11"
"31","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","3","4","4","4","2","4","2","2","2","1","4","4","1","1","3","2","1","10"
"32","2","1","1","2","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","2","4","2","3","2","4","1","3","2","2","4","2","4","1","3","2","1","8","12"
"33","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","3","4","2","3","4","1","2","4","2","2","3","3","4","3","4","3","1","4","2","15"
"34","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","1","4","1","4","3","3","2","2","2","4","2","1","4","4","1","4","4","5","5"
"35","2","2","2","1","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","4","1","1","1","2","1","4","3","4","3","4","1","2","4","2","4","3","1","6","15"
"36","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","3","4","3","4","2","2","3","4","2","1","2","1","4","3","1","1","1","2","13"
"37","2","1","1","2","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","4","4","2","3","1","1","1","3","2","2","1","2","2","1","4","4","3","2","6","14"
"38","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","1","1","1","1","4","3","1","2","4","3","1","1","2","3","2","1","2","3","4","2","4","3","14"
"39","1","2","1","1","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","1","2","3","3","1","3","4","1","3","2","1","2","1","2","4","2","8","15"
"40","2","1","1","1","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","3","4","1","4","4","4","4","1","2","4","3","1","2","2","2","7","9"
"41","2","2","2","1","1","2","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","4","2","1","2","4","4","3","1","1","3","4","2","1","4","3","6"
"42","2","2","2","2","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","3","4","1","2","1","2","4","1","2","2","3","1","3","1","1","4","4","4","2","1"
