"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","4","2","4","1","3","4","2","2","3","4","1","2","7","7","3","4","2","3","5","3"
"2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","2","4","1","3","2","4","4","3","3","4","2","1","3","1","1","5","7","5","7","6","8"
"3","2","1","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","3","1","3","3","2","4","4","1","1","1","1","1","1","8","4","1","4","6","1","7","7"
"4","1","1","2","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","3","1","2","4","4","3","3","1","1","1","1","1","7","7","5","3","8","4","8","5"
"5","2","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","1","3","4","4","2","2","3","1","3","3","3","3","6","1","8","6","4","5","5","6"
"6","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","3","3","3","1","2","1","2","2","2","2","8","2","4","5","8","5","5","5"
"7","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","3","1","2","3","2","2","3","1","4","3","2","4","1","4","5","3","8","5","5","8","3"
"8","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","3","1","2","2","4","2","1","2","2","2","2","3","6","2","3","5","1","8","2"
"9","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","1","3","2","8","8","8","8","8","8","8","8"
"10","1","1","1","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","4","1","3","2","4","1","2","1","4","4","4","4","2","4","3","6","1","8","5","1"
"11","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","3","4","3","2","3","4","1","3","2","3","4","1","2","6","2","4","8","5","1","3","4"
"12","1","1","1","2","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","3","3","4","3","2","4","1","4","4","1","3","2","2","5","5","6","2","2","3","4"
"13","2","2","1","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","4","2","1","1","4","1","4","1","3","3","3","3","3","7","1","7","8","2","1","4"
"14","1","1","2","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","1","4","4","2","2","1","2","1","1","2","2","2","2","1","8","5","8","4","2","1","3"
"15","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","3","1","4","2","1","2","3","4","1","2","5","5","8","7","7","4","4","2"
"16","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","3","4","2","1","4","1","4","2","3","1","4","8","7","6","5","7","3","3","8"
"17","1","2","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","4","3","2","4","4","1","3","2","7","3","4","7","6","5","7","6"
"18","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","4","2","3","3","1","1","4","4","4","4","4","2","8","1","8","7","4","4"
"19","2","2","1","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","4","4","2","2","3","2","3","2","1","1","1","1","1","1","6","8","1","2","6","3","1"
"20","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","3","2","4","4","3","4","3","3","3","3","1","2","4","3","1","3","5","2","4","1","7"
"21","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","3","4","4","2","3","2","3","3","1","2","4","5","4","2","7","8","6","6","3"
"22","2","2","1","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","3","4","2","3","3","1","2","4","2","1","2","3","4","5","6","6","6","8","7","7","2"
"23","2","2","2","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","3","4","4","1","4","3","1","2","3","4","2","1","3","4","8","6","3","2","5","4","7"
"24","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","2","1","2","4","2","3","3","4","3","2","3","4","4","1","3","2","6","6","3","3","1","7","1","5"
"25","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","3","1","4","1","3","1","2","3","4","1","2","2","1","6","1","6","8","1","5"
"26","1","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","3","1","3","2","2","3","4","2","4","1","4","2","3","3","1","5","6","8","3","4","1"
"27","1","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","3","3","2","2","1","1","1","4","4","4","1","3","2","3","4","6","2","5","4","5","3"
"28","2","2","2","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","3","3","2","3","1","2","1","3","1","4","4","4","4","8","1","2","8","7","2","2","5"
"29","2","2","1","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","3","3","1","3","1","4","2","1","4","4","4","4","5","8","1","4","4","4","8","6"
"30","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","3","2","1","4","3","2","4","3","2","1","2","3","4","7","8","1","1","1","8","2","3"
"31","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","3","3","3","2","1","3","2","4","1","2","2","2","2","7","5","8","6","6","8","6","7"
"32","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","3","1","1","4","1","1","3","4","1","4","4","4","4","6","3","5","3","2","1","7","8"
"33","2","2","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","3","3","4","3","2","1","4","2","4","3","2","1","1","8","3","7","6","1","4","5"
"34","2","1","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","3","2","2","3","3","1","2","4","2","8","4","1","5","2","7","8"
"35","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","2","2","4","2","3","2","4","3","4","2","1","3","3","3","2","4","4","8","3","5"
"36","2","2","2","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","4","4","3","2","2","2","2","4","2","3","1","4","6","5","1","2","2","4","6","5"
"37","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","4","2","1","1","1","2","2","1","2","3","4","6","1","2","5","6","6","8","4"
"38","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","2","2","1","2","4","2","3","2","4","3","2","1","8","2","6","6","2","6","8","3"
"39","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","3","1","4","1","1","4","4","3","1","2","2","2","2","5","7","3","1","3","7","3","6"
"40","2","1","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","2","4","4","4","4","2","2","1","2","3","4","1","5","4","3","7","2","5","7"
"41","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","2","4","3","1","2","4","4","1","1","1","1","1","2","1","4","2","4","7","4","3"
"42","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","4","1","2","2","2","1","2","3","3","3","1","2","4","8","5","1","3","3","8","4","4"
"43","1","1","2","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","3","4","3","3","3","3","1","4","3","3","1","2","4","1","3","8","2","7","3","8","6"
"44","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","3","4","2","4","2","4","3","4","3","2","4","1","3","2","7","7","7","8","7","1"
"45","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","3","3","4","1","2","4","2","1","4","1","4","2","3","1","3","2","1","1","4","5","4"
"46","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","2","3","1","2","2","1","3","3","2","4","3","1","4","7","8","2","1","2","7","7"
"47","1","1","1","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","4","3","3","2","1","3","3","1","3","2","4","3","1","8","8","2","7","2","7","5","2"
"48","1","1","1","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","4","2","1","1","4","4","1","3","3","1","2","4","4","6","7","6","4","1","2","5"
"49","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","4","2","2","2","4","2","1","4","4","2","3","1","4","5","2","5","1","4","1","5","7"
