"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51"
"1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","2","3","7","8","6","1","6","7","1","8","2"
"2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","3","3","1","2","4","2","6","7","5","4","6","7","5","7","8","1"
"3","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","4","3","2","1","8","1","7","3","7","6","3","2","4","7","8"
"4","2","2","1","1","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","3","2","4","3","1","1","8","6","8","1","6","5","5","3","4","6"
"5","2","2","1","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","4","4","1","3","2","4","1","3","6","3","6","1","7","7","1","1"
"6","1","1","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","3","1","3","4","2","4","2","8","4","1","6","6","6","6","3","5"
"7","1","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","4","4","1","3","2","5","4","7","5","6","5","2","1","6","2","6"
"8","1","1","1","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","4","3","2","4","1","5","2","6","4","8","8","7","7","1","7","7"
"9","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","4","3","2","1","3","6","2","6","8","1","2","5","5","5","5"
"10","2","2","1","2","1","1","2","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","4","3","2","4","1","6","4","8","7","4","1","3","3","7","4","3"
"11","2","1","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","3","4","2","2","2","1","3","5","2","8","5","4","8"
"12","1","1","1","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","3","1","3","4","2","8","7","3","2","6","8","3","5","5","6","4"
"13","2","2","1","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","4","3","2","4","1","4","3","2","3","1","7","8","1","4","8","4"
"14","1","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","4","4","4","4","8","2","3","3","4","3","2","7","3","6","3"
"15","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","4","3","2","1","2","2","1","7","6","4","8","4","7","3","7"
"16","1","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","3","4","1","2","7","1","8","1","1","2","2","4","1","5","1"
"17","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","3","4","1","2","4","6","1","8","2","5","3","7","8","7","4"
"18","1","1","2","1","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","4","4","1","3","2","7","6","6","3","4","1","4","4","2","3","4"
"19","2","2","1","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","4","2","3","1","4","6","4","7","1","5","8","5","7","5","3","4"
"20","2","2","1","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","4","1","4","2","3","4","1","4","4","6","3","7","3","5","2","2"
"21","2","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","5","6","3","8","7","7","2","6","3","3","2"
"22","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","7","2","4","1","6","7","3","5","2","8","6"
"23","2","2","2","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","4","1","4","2","3","8","8","7","2","1","1","2","4","6","7","7"
"24","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","4","4","4","4","4","7","8","1","7","1","7","8","4","3","6"
"25","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","3","4","1","2","1","2","2","5","4","8","5","2","6","1","2"
"26","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","3","3","3","3","8","4","2","6","2","2","7","1","8","3","2"
"27","1","2","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","4","5","6","2","4","5","8","6","5","5","8"
"28","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","4","2","3","1","4","8","6","6","7","3","4","7","6","1","2","6"
"29","2","2","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","3","3","1","2","4","1","8","5","2","8","3","3","1","1","3","5"
"30","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","4","3","2","4","3","8","1","8","7","2","2","5","5"
"31","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","3","4","1","2","8","3","6","6","5","7","6","8","7","2","5"
"32","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","5","8","2","1","5","6","7","4","8","6","3"
"33","1","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","4","3","2","4","1","1","7","1","2","3","6","2","8","2","2","2"
"34","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","3","2","4","3","1","3","2","7","2","7","2","7","8","7","1","4"
"35","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","3","4","5","5","7","8","4","2","3","3","4","2","5"
"36","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","2","8","4","1","4","7","7","1","5","6","4","1"
"37","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","3","5","5","4","6","1","5","8","8","7","1"
"38","1","1","1","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","3","2","4","3","1","2","6","8","3","5","3","1","1","5","7","2"
"39","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","8","6","4","5","7","5","4","6","7"
"40","1","2","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","4","4","4","4","2","1","5","7","1","5","5","5","8","2","4"
"41","1","1","2","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","4","1","4","2","3","7","6","5","5","5","8","6","8","4","4","3"
"42","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","6","8","1","3","3","2","6","2","5","8","6"
"43","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","3","4","3","6","1","4","1","8","8","1","7","6","6"
"44","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","4","4","1","3","2","1","5","4","7","1","7","7","2","5","7","3"
"45","2","2","1","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","3","1","3","4","2","7","5","1","5","2","1","7","1","3","1","8"
"46","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","4","3","2","1","1","4","3","4","2","5","4","8","1","8","3"
"47","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","6","6","4","6","1","3","3","8","2","1","7"
"48","1","1","2","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","4","2","3","1","4","7","8","8","4","7","5","3","2","7","5","2"
"49","1","2","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","3","4","1","4","4","6","7","4","6","4","3","7","4"
"50","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","3","4","4","8","3","7","5","1","4","5","1","1","2"
"51","1","1","1","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","4","2","3","1","4","5","2","5","6","1","1","1","3","3","8","8"
"52","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2","3","4","1","2","6","5","7","4","3","3","8","5","3","3","3"
"53","2","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","7","2","3","7","3","2","5","1","4","7","5"
"54","1","1","1","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","3","3","1","2","4","8","5","1","1","1","4","4","7","4","4","2"
"55","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","4","7","7","7","2","8","1","4","2","4","5"
"56","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","4","4","4","4","6","8","2","5","6","7","4","6","7","7","5"
"57","1","1","2","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","3","4","2","1","3","4","2","7","6","8","3","4","2","8","4","6"
"58","2","2","2","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","3","2","4","3","1","5","1","1","6","6","8","4","6","4","5","3"
"59","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","8","2","4","5","5","6","8","3","1","5","4"
"60","2","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","4","1","4","2","3","6","2","6","8","7","5","4","1","2","6","1"
"61","1","2","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","2","4","3","2","1","5","5","8","2","5","7","5","7","2","1","6"
"62","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","3","3","3","3","6","6","3","4","8","6","5","4","4","2","8"
"63","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","4","3","8","3","5","4","4","2","4","4","5","1","6"
"64","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","4","3","2","1","6","7","6","5","1","2","1","3","8","6","2"
"65","1","1","1","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","4","4","1","3","2","3","3","1","1","7","3","5","3","1","6","5"
"66","1","1","1","1","2","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","3","2","4","3","1","8","5","2","7","8","5","6","3","2","3","1"
"67","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","3","3","3","3","1","1","6","5","7","1","8","7","5","4","5"
"68","2","2","2","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","3","1","3","4","2","3","4","6","7","5","3","2","2","4","8","1"
"69","1","1","1","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","4","2","3","1","4","3","1","3","2","4","7","6","1","8","4","7"
"70","1","1","1","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","3","1","3","4","2","2","8","5","6","7","2","8","7","2","2","3"
"71","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","1","3","3","3","3","4","5","5","8","5","4","2","2","7","6","7"
"72","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","1","3","2","8","8","8","8","8","8","8","8","8","8","8"
"73","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","3","4","8","1","8","5","2","3","5","6","2","8","7"
"74","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","4","3","2","4","1","8","6","5","1","6","5","1","2","3","1","5"
"75","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","3","2","4","3","1","7","7","4","4","4","4","2","7","8","8","5"
"76","2","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","4","4","4","4","1","3","7","4","5","4","1","1","2","5","8"
"77","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","4","3","1","2","1","3","5","1","3","6","8","2","1"
"78","2","1","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","4","4","4","4","3","5","6","6","3","8","3","4","6","8","2"
"79","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","3","4","1","2","2","4","4","2","8","1","1","6","4","6","6"
"80","2","2","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","3","3","1","2","4","3","2","8","8","2","7","1","4","5","2","3"
"81","1","2","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","3","3","3","3","2","3","8","2","3","8","4","3","3","7","1"
"82","1","1","2","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","3","3","1","2","4","4","4","6","3","6","2","5","8","3","5","7"
"83","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","4","1","4","2","3","2","7","1","6","4","7","5","2","1","3","8"
"84","1","1","2","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","3","1","3","4","2","6","1","2","8","4","4","1","8","1","7","6"
"85","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","3","2","4","3","1","6","3","3","1","2","1","8","2","6","2","7"
"86","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","7","4","2","2","1","3","4","7","7","2","8"
"87","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","2","3","4","1","2","3","8","3","3","6","4","7","3","2","4","8"
