"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67"
"1","2","2","2","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","4","4","2","3","2","1","2","3","3","1","2","4","3","7","7","4","1"
"2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","3","1","2","4","1","3","2","4","4","4","2","1","2","3","4","4","2","5","5","2"
"3","2","2","1","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","3","1","4","2","4","4","2","2","4","1","2","2","2","2","5","6","4","3","2"
"4","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","3","3","1","1","2","1","1","2","4","3","1","1","1","1","1","7","4","7","7","8"
"5","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","3","3","4","3","2","4","1","1","1","1","1","3","3","5","1","7"
"6","1","1","2","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","3","4","3","3","1","1","2","2","1","2","2","1","4","3","3","5","1","8","6"
"7","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","4","3","3","3","2","4","4","4","3","3","3","4","2","1","3","4","4","3","1","5"
"8","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","4","3","3","4","3","3","1","4","4","3","2","4","3","1","5","5","2","3","5"
"9","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","4","1","2","3","3","2","1","3","4","3","1","2","2","2","2","1","5","2","5","1"
"10","1","1","2","1","1","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","4","1","1","2","2","2","1","1","3","2","4","3","2","4","1","4","6","7","8","8"
"11","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","1","3","2","8","8","8","8","8"
"12","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","4","3","1","2","2","4","3","2","4","3","2","1","4","8","8","2","4"
"13","2","2","1","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","4","2","4","4","2","2","3","4","3","2","2","1","2","3","4","2","5","3","7","7"
"14","2","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","1","1","4","4","3","2","1","1","1","4","3","4","2","1","3","8","3","1","7","6"
"15","2","2","1","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","1","3","1","4","1","1","4","4","1","3","3","3","3","1","3","3","2","3"
"16","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","3","2","2","3","2","2","1","4","3","2","4","1","7","3","4","5","4"
"17","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","4","3","2","3","2","3","3","3","2","4","2","4","3","2","1","8","7","6","8","3"
"18","1","1","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","3","3","4","1","2","2","2","1","1","4","4","1","4","2","3","3","7","2","2","2"
"19","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","4","3","4","1","1","1","2","1","2","1","2","2","2","2","7","1","6","1","7"
"20","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","3","3","1","2","1","1","2","3","4","4","1","3","2","4","7","6","2","7"
"21","1","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","3","1","3","4","1","4","1","3","1","3","3","1","3","4","2","8","5","4","4","8"
"22","1","2","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","3","1","1","1","4","3","3","4","3","2","4","3","1","6","3","7","8","2"
"23","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","4","2","3","1","4","1","2","2","1","2","2","3","4","1","2","4","5","5","8","3"
"24","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","3","3","3","4","3","2","2","3","2","1","1","4","4","4","4","2","8","7","3","7"
"25","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","2","1","1","2","3","4","2","3","2","2","1","4","3","2","8","2","1","8"
"26","2","2","2","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","4","4","1","4","1","1","4","2","3","4","3","2","4","1","6","2","3","4","2"
"27","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","3","2","4","3","3","4","1","3","2","4","4","1","4","2","3","4","1","7","5","5"
"28","2","1","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","3","1","2","2","1","3","2","1","2","1","2","3","4","5","4","8","6","3"
"29","1","1","2","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","1","4","4","4","1","4","1","4","1","2","3","4","1","2","7","4","2","5","7"
"30","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","3","3","1","3","3","3","3","4","2","1","3","3","3","3","4","2","4","7","1"
"31","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","3","3","1","4","4","2","3","1","3","4","4","1","3","2","3","1","3","5","4"
"32","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","3","3","3","4","4","1","3","3","3","4","4","3","2","4","1","1","7","8","1","6"
"33","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","4","4","1","4","4","3","3","3","1","3","1","4","4","4","4","4","3","1","1","2"
"34","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","3","2","1","4","3","1","4","4","4","1","4","4","4","4","7","6","6","4","6"
"35","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","3","3","2","4","3","1","1","4","3","2","4","4","1","3","2","6","3","2","6","1"
"36","1","1","2","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","4","1","1","4","2","2","3","3","4","1","3","3","3","3","2","5","6","5","8"
"37","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","4","4","1","3","2","4","4","3","2","1","4","4","4","4","5","1","4","2","3"
"38","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","1","3","4","4","1","4","2","1","2","2","1","1","1","1","1","2","2","6","8","5"
"39","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","4","2","3","1","3","2","3","2","4","3","3","4","2","1","3","3","6","6","6","2"
"40","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","4","3","2","3","1","3","4","2","1","7","1","3","5"
"41","1","1","2","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","4","2","4","4","1","1","2","4","2","3","3","2","4","3","1","1","6","4","5","6"
