"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59"
"1","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","2","1","4","1","1","4","6","1","4","6","8","4"
"2","2","1","1","1","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","4","4","3","3","1","2","3","6","2","8","2","7","11"
"3","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","3","2","3","4","1","1","2","1","8","4","6","1","7","5"
"4","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","4","2","2","3","1","4","4","2","3","1","5","5","5","11"
"5","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","2","3","3","4","3","3","6","7","7","5","6","5","5","4"
"6","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","4","3","1","2","2","1","3","3","6","8","5","4","7"
"7","2","1","1","2","2","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","3","2","2","1","3","3","6","1","7","3","8","2","8","10"
"8","2","2","2","1","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","2","2","4","2","4","6","5","5","8","8","7","13"
"9","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","4","4","1","2","3","8","1","1","5","2","4","1","1"
"10","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","4","1","3","3","7","6","3","2","6","4","3","14"
"11","2","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","4","3","3","3","4","7","1","8","1","2","7","6","13"
"12","2","1","1","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","3","1","1","2","1","7","8","5","4","5","6","4","2"
"13","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","4","1","3","1","4","4","5","5","4","3","8","1","2","2"
"14","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","3","4","2","3","4","4","3","5","1","6","1","5","7","8"
"15","1","2","1","1","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","3","3","4","4","2","6","6","8","4","1","4","2","11"
"16","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","3","2","2","7","3","2","3","1","1","5","1"
"17","2","1","1","2","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","4","3","5","8","7","6","2","1","6","11"
"18","2","1","1","1","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","4","4","3","4","4","1","1","6","6","7","2","1","5","10"
"19","2","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","3","1","4","3","2","2","6","8","6","2","3","3","2","5"
"20","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","3","3","4","1","1","1","3","4","4","7","6","8","1","11"
"21","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","4","2","1","6","5","1","7","5","3","6","16"
"22","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","3","4","1","3","4","1","6","7","3","5","7","4","6","2"
