"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57"
"1","1","1","1","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","3","4","1","1","4","3","2","3","2","1","4","4","1","2","3","4","1","2","3","3","2","1","4","4","1","2","3","3","2","1","4","7"
"2","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","4","4","3","3","4","4","3","3","1","1","2","2","3","3","4","4","2","2","1","1","1","4","4","1","3","2","2","3","8"
"3","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","1","2","3","4","1","2","3","4","3"
"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","1","2","3","4","1","2","3","4","3"
"5","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","3","3","4","4","1","1","2","2","4","4","3","3","3","3","4","4","2","2","1","1","1","4","3","2","2","3","4","1","7"
"6","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","4","3","4","3","1","2","1","2","4","3","4","3","1","2","1","2","4","3","4","3","1","2","2","3","4","1","1","4","3","2","7"
"7","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","4","2","4","1","3","1","3","1","3","1","3","2","4","2","4","3","1","3","1","4","2","4","2","3","1","4","2","1","3","2","4","6"
"8","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","3","2","1","4","4","1","2","3","3","2","1","4","4","1","2","3","3","2","1","4","4","1","2","3","4","2","4","2","3","1","3","1","5"
"9","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","3","3","2","4","1","1","4","2","3","3","2","4","1","1","4","2","3","3","2","4","1","1","4","4","3","1","2","1","2","4","3","4"
"10","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","3","4","3","4","2","1","2","1","3","4","3","4","2","1","2","1","3","4","3","4","2","1","2","3","4","1","1","4","3","2","7"
"11","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","2","3","4","1","1","4","3","2","4","1","2","3","3","2","1","4","1","4","3","2","2","3","4","1","4","2","3","1","2","4","1","3","6"
"12","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","3","3","2","4","1","1","4","1","4","4","1","3","2","2","3","3","2","2","3","1","4","4","1","4","3","2","1","4","3","2","1","3"
"13","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","4","4","1","3","2","2","3","3","2","2","3","1","4","4","1","2","3","3","2","4","1","1","4","4","4","4","4","4","4","4","4","1"
"14","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","3","1","3","1","4","2","4","2","1","3","1","3","2","4","2","4","4","2","4","2","3","1","3","1","3","2","1","4","4","1","2","3","7"
"15","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4","4","1","1","1","1","1","1","1","1","1","2","4","3","4","3","1","2","4"
"16","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","4","2","4","2","3","1","3","1","2","4","2","4","1","3","1","3","3","1","3","1","4","2","4","2","3","2","1","4","4","1","2","3","7"
"17","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","3","2","2","3","1","4","4","1","3","2","2","3","1","4","4","1","3","2","2","3","1","4","4","1","4","3","1","2","1","2","4","3","4"
"18","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","1","1","1","1","1","1","1"
"19","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","4","3","2","1","4","3","2","1","3","4","1","2","3","4","1","2","1","2","3","4","1","2","3","4","2","2","1","1","3","3","4","4","2"
"20","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","4","1","2","3","3","2","1","4","3","2","1","4","4","1","2","3","1","4","3","2","2","3","4","1","4","1","1","4","2","3","3","2","8"
"21","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","3","3","4","4","2","2","1","1","4","4","3","3","1","1","2","2","2","2","1","1","3","3","4","4","1","4","3","2","2","3","4","1","7"
"22","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1"
"23","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","4","2","4","2","3","1","3","1","3","1","3","1","4","2","4","2","1","3","1","3","2","4","2","4","3","1","4","2","1","3","2","4","6"
"24","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","4","3","2","1","4","3","1","2","3","4","1","2","3","4","3","4","1","2","3","4","1","2","2","2","1","1","3","3","4","4","2"
"25","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","4","3","2","2","3","4","1","3","2","1","4","4","1","2","3","2","3","4","1","1","4","3","2","4","2","3","1","2","4","1","3","6"
"26","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","2","3","4","1","1","4","3","2","1","4","3","2","2","3","4","1","3","2","1","4","4","1","2","3","4","1","1","4","2","3","3","2","8"
"27","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","1","4","3","2","1","4","3","2","1","4","3","2","1","4","3","2","1","4","3","2","1","4","3","2","1","3","4","3","4","2","1","4"
"28","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","4","3","1","2","1","2","4","3","1","2","4","3","4","3","1","2","2","1","3","4","3","4","2","1","2","4","1","3","4","2","3","1","6"
"29","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","4","3","2","1","4","3","3","4","1","2","3","4","1","2","4","3","2","1","4","3","2","1","2","1","4","3","2","1","4","3","3"
"30","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","2","2","4","4","3","3","3","3","4","4","2","2","1","1","2","2","1","1","3","3","4","4","1","3","1","3","2","4","2","4","5"
"31","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","3","3","2","4","1","1","4","4","1","1","4","2","3","3","2","1","4","4","1","3","2","2","3","4","4","4","4","4","4","4","4","1"
"32","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","3","1","3","2","4","2","4","1","3","1","3","2","4","2","4","1","3","1","3","2","4","2","4","3","2","2","3","1","4","4","1","8"
"33","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","3","3","4","4","4","4","3","3","1","1","2","2","1","1","2","2","4","4","3","3","1","3","1","3","2","4","2","4","5"
"34","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","4","4","1","3","2","2","3","1","4","4","1","3","2","2","3","1","4","4","1","3","2","2","3","4","3","1","2","1","2","4","3","4"
"35","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","3","4","2","1","2","1","3","4","3","4","2","1","2","1","3","4","3","4","2","1","2","1","3","4","2","3","4","1","1","4","3","2","7"
"36","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","4","2","3","1","2","4","1","3","1","3","2","4","3","1","4","2","2","4","1","3","4","2","3","1","3","3","4","4","2","2","1","1","2"
"37","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","4","4","3","3","1","1","2","2","1","1","2","2","4","4","3","3","2","2","1","1","3","3","4","4","1","4","4","1","3","2","2","3","8"
"38","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","1","4","4","1","3","2","2","3","4","1","1","4","2","3","3","2","3","2","2","3","1","4","4","1","4","4","3","3","1","1","2","2","2"
