"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","3","1","2","2","3","1","1","3","4","1","3","4","2","1","1","2","2","2","2","3","8","4","8","3","5"
"2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","3","4","1","2","3","4","4","1","3","4","4","2","2","4","2","1","2","3","4","1","1","3","7","6","7"
"3","1","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","4","2","1","1","4","1","3","2","2","4","1","1","4","2","3","1","4","5","3","7","1","6","8"
"4","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","4","2","4","1","3","4","1","3","1","4","2","3","2","2","1","4","3","1","1","6","4","2","3"
"5","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","4","1","4","3","1","3","2","2","2","1","1","2","4","4","2","1","2","3","4","3","3","4","4","8","3"
"6","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","3","1","2","1","4","2","3","3","1","3","3","1","4","4","1","1","1","1","1","5","5","1","1","8","7"
"7","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","4","4","2","1","3","2","4","4","4","1","1","2","1","3","1","3","3","3","3","4","1","5","1","7","5"
"8","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","4","1","3","3","3","2","3","2","2","3","3","3","2","4","3","4","2","1","3","4","4","6","2","6","8"
"9","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","2","3","3","3","3","4","1","2","4","2","3","4","3","1","3","4","2","5","8","7","5","1","2"
"10","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","4","3","3","1","1","4","1","1","1","4","3","2","3","4","2","2","1","4","3","4","5","7","8","7","4"
"11","2","1","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","4","2","4","1","1","1","4","3","2","1","4","4","3","1","1","1","1","1","1","2","4","8","7","2","2"
"12","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","3","1","4","4","1","4","2","3","1","3","1","1","4","4","1","4","2","3","1","4","5","3","3","2"
"13","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","4","1","1","2","4","3","2","4","2","1","2","3","2","1","2","2","2","2","2","4","1","4","6","6"
"14","2","2","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","3","2","3","2","1","3","4","2","1","4","1","4","4","2","2","3","4","1","2","3","4","2","1","3","4"
"15","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","4","4","3","4","2","1","1","4","4","2","2","1","2","4","1","1","1","1","1","7","7","2","6","6","3"
"16","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","1","3","4","2","3","1","4","3","4","1","3","3","3","4","2","4","3","2","1","8","5","2","4","1","1"
"17","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","4","1","4","4","2","4","4","2","3","3","1","3","2","1","2","2","1","4","3","5","2","1","5","3","1"
"18","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","3","1","3","4","1","1","2","3","1","4","4","2","3","3","1","3","3","3","3","2","3","6","6","5","1"
"19","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","4","3","1","3","1","1","3","1","4","3","2","1","4","2","3","2","4","3","1","2","1","7","8","3","3"
"20","1","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","4","1","1","1","3","3","1","2","3","4","2","4","1","2","2","4","3","2","1","2","8","6","2","2","7"
"21","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","3","2","8","8","8","8","8","8"
"22","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","4","3","2","4","4","4","2","4","3","3","4","1","3","1","3","4","2","2","1","2","3","7","7"
"23","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","3","2","1","4","1","2","2","2","4","3","4","3","3","4","3","3","1","2","4","1","8","2","1","7","3"
"24","2","2","2","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","4","3","3","2","2","3","3","1","4","2","3","3","1","1","2","1","2","3","4","6","8","6","1","4","2"
"25","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","3","3","2","4","1","3","3","4","3","2","3","1","3","1","4","4","1","3","2","3","1","1","2","2","1"
"26","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","3","2","1","3","2","1","4","2","1","1","4","2","1","1","3","4","2","1","3","7","5","3","8","4","1"
"27","1","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","4","4","2","2","4","1","2","4","1","3","1","3","3","2","1","4","4","4","4","6","4","8","8","4","7"
"28","1","2","2","1","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","1","2","4","1","2","2","2","1","2","4","2","1","3","4","4","1","4","2","3","3","2","6","8","1","6"
"29","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","3","1","1","1","2","3","2","3","1","1","1","4","2","4","4","4","1","3","2","6","6","7","3","6","4"
"30","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","4","4","3","4","4","4","2","1","3","2","4","2","4","1","3","3","3","3","3","7","7","2","4","2"
"31","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","4","2","3","1","3","4","1","3","2","3","2","1","1","1","4","4","1","3","2","1","3","2","5","4","5"
"32","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","4","4","1","1","1","3","1","4","4","3","3","3","3","3","4","2","3","1","4","3","2","3","3","5","2"
