"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73"
"1","1","2","2","1","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","2","4","1","3","2","1","3","8"
"2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","4","3","4","2","4","2","4","1","6"
"3","1","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","1","3","3","3","2","3","4","2","7"
"4","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","4","1","3","2","1","2","4","4","4"
"5","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","2","1","2","1","1","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","1","2","2","3","2","3","4","4","2","3","1","5"
"6","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","3","2","2","2","3","2","1","4","8"
"7","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","1","2","4","3","1","2","3","7"
"8","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","3","1","2","4","4","1","3","1","5"
"9","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","3","3","4","2","3","3","2","1","3"
"10","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","3","3","3","3","2","4","2","4","6"
"11","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","3","4","3","1","4","2","2","3","8"
"12","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","4","2","2","2","1","1"
"13","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","1","2","1","2","2","1","1","1","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","4","1","1","1","3","2","3","2","6"
"14","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","2","4","4","2","8"
"15","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","4","1","4","3","2","4","3","1","8"
"16","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","3","4","2","3","1","1","2","1","1"
"17","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","3","1","1","1","2","1","4","4","3"
"18","2","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","4","1","1","1","1","4","1","4","5"
"19","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","4","3","1","4","1","1","4","3","3"
"20","2","1","1","2","1","2","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","2","4","1","1","4","3","1","7"
"21","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","4","4","3","1","1","1","2","1","2"
"22","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","3","4","3","1","2","4","4","1","7"
"23","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","3","2","4","1","3","4","4","4","1"
"24","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","4","2","3","1","4","2","4","6"
"25","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","4","1","2","4","4","3","3","1"
"26","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","3","2","3","1","2","3","8"
"27","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","4","3","1","4","3","3","2","1","4"
"28","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","4","2","3","3","2","4","2","5"
"29","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","3","4","4","3","1","2","4"
"30","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","1","4","3","2","1","1","2","1"
"31","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","3","1","3","2","3","6"
"32","1","2","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","4","4","2","3","3","4","1","1","4"
"33","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","2","3","1","4","1","4","4","2","8"
"34","2","1","1","1","2","1","1","2","1","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","3","2","1","2","2","3","3","4"
"35","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","1","2","4","1","1","3","2","3","5"
"36","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","3","4","2","4","3","3","3","1"
"37","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","2","2","4","7"
"38","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","4","1","3","2","3","4","2","2","3"
"39","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","3","1","4","3","3","3","1","2","3"
"40","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","4","4","4","3","4","1","2","4"
"41","1","2","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","3","3","1","4","3","4","3","3","2"
"42","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","1","3","4","4","2","1","4"
"43","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","3","4","2","1","3","4","3"
"44","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","3","3","1","4","1","2","1","1","1"
"45","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","3","2","1","3","4","1","7"
"46","1","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","4","3","2","1","2","3","1","4","5"
"47","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","2","4","1","2","1","3","1","4","6"
"48","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","3","2","1","3","1","1","4","7"
"49","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","4","4","3","1","3","3","4","3","1"
"50","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","4","3","1","2","1","3","3","4"
"51","1","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","4","4","4","2","3","2","4","5"
"52","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","3","3","4","2","1","1","4","3","4"
"53","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","3","2","4","1","1","2","2","2","2"
"54","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","4","2","1","3","4","1","1","3","7"
"55","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","4","4","4","4","3","2"
