"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","1","1","2","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","2","1","4","4","4","1","3","1","3","2","4","2","3","1","2","2","2","2","3","4","4","4","4","2","1","1","1","1","1","1","2"
"2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","4","4","4","1","3","2","1","1","4","1","3","1","1","2","2","3","2","4","3","4","3","1","1","2","3","2","4","3","1","5","5"
"3","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","3","3","2","3","3","4","3","2","4","3","1","1","4","3","1","4","4","2","1","4","4","3","1","3","1","1","1","1","1","7","5"
"4","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","3","4","4","3","3","4","4","2","2","4","3","3","1","2","2","4","3","4","2","1","2","3","3","3","2","4","3","1","6","1"
"5","2","2","2","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","4","2","3","3","3","2","3","1","3","3","3","4","3","4","3","4","4","2","2","1","2","2","2","1","4","3","2","4","1","1","2"
"6","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","3","2","3","1","2","2","2","2","2","4","2","3","3","4","4","2","4","1","1","1","3","1","1","2","2","4","4","1","3","2","4","2"
"7","2","2","1","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","3","3","4","4","1","3","2","4","2","3","2","2","2","4","1","3","1","3","2","2","3","2","4","1","3","1","3","3","3","3","5","6"
"8","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","2","1","4","4","3","2","4","1","2","1","4","3","1","3","2","3","1","4","2","3","3","4","2","3","2","2","2","1","4","3","4","8"
"9","1","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","3","3","3","3","4","1","3","1","2","1","1","4","3","3","3","2","3","2","2","2","2","2","4","1","1","3","4","2","1","3","4","8"
"10","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","2","3","1","2","4","3","2","2","2","3","4","1","4","2","2","2","4","2","2","1","1","4","1","1","3","3","3","3","8","3"
"11","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","4","3","4","1","4","3","3","1","3","3","4","3","1","2","4","3","2","3","4","2","1","3","3","3","3","3","1"
"12","1","1","1","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","3","4","3","1","1","4","2","2","3","2","1","1","1","2","1","4","3","4","1","3","3","4","2","1","1","4","3","2","4","1","8","1"
"13","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","4","1","3","1","2","3","2","4","4","2","4","3","4","2","1","4","3","1","3","2","3","4","1","2","7","1"
"14","2","2","1","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","4","2","2","1","1","4","3","1","2","1","3","1","3","1","4","2","1","2","3","4","3","4","2","1","3","1","2","2","2","2","1","7"
"15","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","2","4","1","4","2","1","3","2","1","1","4","1","1","4","2","2","2","1","2","2","4","2","2","2","3","2","4","3","2","1","8","4"
"16","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","3","4","1","2","3","4","1","4","1","2","1","1","1","3","1","2","4","1","3","1","1","2","4","4","1","3","2","5","1"
"17","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","4","1","4","1","4","4","3","3","2","4","2","2","3","4","2","4","2","2","2","4","1","2","1","3","4","4","3","2","4","1","7","5"
"18","1","1","1","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","3","2","2","4","1","1","4","2","1","2","3","1","1","3","1","1","3","4","4","4","1","4","2","2","4","3","2","4","1","6","4"
"19","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","4","3","4","2","4","1","2","3","3","4","4","4","2","4","1","2","1","2","4","3","2","2","2","4","2","3","1","4","2","1"
"20","2","1","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","3","4","1","4","3","2","1","3","4","1","1","2","4","1","4","4","1","3","2","1","4","1","3","3","1","1","2","2","2","2","5","1"
"21","2","2","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","4","3","1","4","3","4","3","2","2","4","2","4","3","3","2","4","2","1","4","3","3","3","4","3","3","1","3","4","2","5","4"
"22","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","3","4","3","2","3","3","4","2","1","3","4","4","2","1","4","4","2","1","4","4","3","1","2","1","2","3","4","2","1","3","7","6"
"23","2","2","1","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","3","3","1","2","2","3","4","4","1","2","1","3","2","4","2","2","1","1","1","4","1","3","1","3","1","2","1","2","3","4","1","8"
"24","1","1","2","1","1","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","4","3","2","3","3","3","2","2","2","4","4","2","3","2","3","2","2","1","4","3","2","3","3","2","4","2","2","1","4","3","1","1"
"25","1","1","2","1","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","4","2","2","1","2","3","4","4","2","4","1","3","1","2","2","4","4","2","2","3","3","4","3","1","1","4","4","4","4","7","2"
"26","1","1","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","4","3","1","3","4","2","1","3","4","3","2","1","1","2","4","3","1","1","1","4","3","2","3","2","1","3","2","4","3","1","7","8"
"27","1","1","1","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","4","1","2","2","3","4","1","2","1","2","2","1","1","1","3","3","4","3","1","2","2","4","3","4","4","4","1","3","2","1","7"
"28","1","1","1","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","3","2","3","2","4","1","4","2","4","1","3","2","4","3","1","2","1","4","4","2","3","4","1","2","1","3","3","1","2","4","3","5"
"29","2","2","1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","3","2","3","2","4","4","3","3","4","1","1","2","3","1","4","1","3","4","4","2","4","2","3","2","1","4","4","4","4","4","4"
"30","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","3","1","4","4","2","1","2","4","3","1","1","4","4","2","4","1","2","2","2","4","3","3","3","2","4","1","4","4","4","4","1","5"
"31","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","3","1","1","2","1","1","4","4","4","4","2","1","4","2","3","4","2","4","1","2","1","2","2","4","2","2","2","1","4","3","5","7"
"32","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","3","3","4","3","1","3","4","1","4","1","2","1","1","4","4","1","1","3","2","2","4","1","4","4","3","1","3","4","2","2","2"
"33","1","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","2","4","4","2","1","1","1","2","2","4","3","4","1","4","1","3","2","3","1","4","2","3","3","4","1","1","2","2","2","2","4","2"
"34","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","1","2","4","2","2","1","1","4","3","2","1","3","1","2","1","2","1","1","1","1","3","1","4","1","4","4","4","4","8","6"
"35","2","2","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","3","3","3","4","2","2","1","1","4","4","4","1","4","4","2","2","2","3","3","1","2","3","4","1","2","4","3","2","4","1","3","3"
