"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","4","4","4","1","3","2","1","1","1","1","3","2","4","3","4","4","3","3","2","3","2","1","4","3","3","3","3","1"
"2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","4","2","2","1","2","3","1","4","1","2","1","2","3","3","1","3","4","1","3","2","1","2","1","2","4","2","8","15"
"3","2","1","1","2","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","3","1","1","4","2","1","2","1","1","4","4","2","2","4","4","3","4","3","1","3","2","3","3","2","1","3","5","10"
"4","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","3","2","1","4","2","1","1","3","2","2","3","3","2","1","2","4","3","2","2","2","1","2","4","4","3","1","8","6"
"5","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","4","1","4","3","4","2","3","2","1","2","1","4","3","4","1","3","2","3","1","4","3","2","1","4","7","2"
"6","2","1","1","2","2","2","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","4","1","4","3","3","4","4","4","2","3","1","1","1","3","2","2","1","2","2","1","4","4","3","2","6","14"
"7","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","3","3","2","2","2","2","4","1","1","1","2","2","1","2","2","1","4","4","1","4","3","1","4","1","3","2","7","7"
"8","1","2","1","2","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","4","3","1","3","2","4","4","2","2","1","4","3","4","4","1","2","3","3","4","4","3","1","1","3","4","1","7","14"
"9","1","2","1","1","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","3","4","4","1","4","1","4","2","3","3","4","2","4","3","2","4","3","3","1","4","2","4","2","3","7","11"
"10","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","3","1","4","1","2","4","2","1","3","1","4","3","3","3","4","2","2","1","3","4","1","1","3","4","3","1","4","2"
"11","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","4","1","2","4","1","1","3","3","3","1","1","1","3","1","3","4","4","3","2","4","4","2","2","3","1","3","2","14"
"12","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","4","3","4","1","3","2","2","3","2","3","4","3","4","2","2","3","4","2","1","2","1","4","3","1","1","1","2","13"
"13","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","3","1","1","3","3","2","4","4","3","3","4","3","3","1","3","3","1","4","2","2","3","4","1","2","2","1","5","1"
"14","2","1","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","4","4","1","1","4","1","4","4","2","1","4","1","1","3","4","1","2","2","2","3","3","2","4","2","2","2","1","8"
"15","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","3","4","3","3","2","3","3","3","4","2","1","2","4","4","4","3","1","3","4","2","3","2","3","1","3","2","3","3"
"16","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","2","1","3","4","4","1","3","3","3","4","4","2","4","3","2","4","1","1","4","2","2","1","1","2","4","1","6","7"
"17","2","2","2","1","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","4","4","2","3","4","2","1","2","2","4","2","1","2","4","4","3","1","1","3","4","2","1","4","3","6"
"18","1","1","2","2","2","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","3","2","4","3","4","1","2","3","3","1","4","1","2","4","1","1","3","4","1","3","1","2","2","1","1","2","6","12"
"19","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","3","4","3","4","3","4","1","2","2","1","1","3","1","1","3","3","4","4","3","3","2","1","1","1","4","4","3","12"
"20","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","3","3","2","3","1","4","1","4","4","4","1","4","1","1","2","1","3","3","3","3","1","4","4","2","4","1","4","10"
"21","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","3","1","4","2","3","3","4","4","1","2","4","2","2","2","3","2","3","2","4","1","4","2","1","4","4","3","4","9"
"22","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","4","4","1","3","2","4","3","4","1","3","3","2","4","1","3","1","4","2","3","1","4","4","2","1","2","3","6","2"
"23","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","4","2","1","4","1","1","2","3","2","2","4","4","2","3","3","1","2","3","3","2","2","4","4","4","6","5"
"24","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","4","4","4","3","1","3","2","1","2","3","4","1","1","1","3","4","1","3","3","1","1","3","2","4","3","2","8","7"
"25","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","2","3","1","1","2","2","2","3","2","2","1","4","3","4","3","3","1","4","3","4","3","3","4","4","4","3","6","8"
"26","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","3","3","1","2","2","4","2","1","3","2","1","3","3","3","3","3","4","2","4","3","4","4","1","1","7","4"
"27","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","3","4","3","1","4","2","4","3","3","4","2","1","1","2","3","3","3","3","1","4","4","4","1","2","3","3","8","5"
"28","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","3","1","1","2","4","4","1","1","2","2","3","1","3","2","3","3","2","3","4","1","1","1","1","1","1","2","2","16"
"29","1","2","1","1","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","4","3","2","2","3","2","4","4","2","1","4","2","4","4","3","3","3","1","2","2","1","1","1","1","4","8"
"30","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","1","1","3","4","1","3","4","2","2","1","4","4","3","1","4","2","2","3","4","3","3","3","4","1","5","7"
"31","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","1","3","2","4","2","4","2","4","1","2","3","1","2","2","4","4","2","3","2","4","3","3","1","2","3","4","6","13"
"32","2","1","1","1","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","3","2","1","3","3","2","3","2","4","1","3","2","3","4","1","4","2","1","1","3","4","1","2","4","4","3","8","13"
