"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","4","3","4","3","1","3","4","2","1","7","6","8","8","4","7","3","5"
"2","2","2","1","1","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","4","4","4","3","1","3","3","1","2","4","1","1","4","3","7","2","2","2","3"
"3","1","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","1","3","1","2","4","2","4","3","2","1","8","3","7","6","8","1","2","6","3"
"4","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","1","3","2","2","1","1","1","1","1","1","4","2","6","5","5","2","5","3","6"
"5","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","2","4","4","2","3","2","4","3","2","1","3","4","6","3","6","3","8","1","4"
"6","2","1","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","4","4","1","1","3","3","1","3","4","2","8","2","2","4","4","1","6","4","4"
"7","2","2","2","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","4","4","3","3","4","4","2","3","1","4","5","4","1","4","6","1","5","7","6"
"8","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","4","3","2","2","1","1","1","1","1","7","1","7","4","7","4","3","8","5"
"9","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","4","1","1","1","1","4","1","4","2","3","2","4","7","2","2","2","7","4","7"
"10","2","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","3","3","2","3","4","1","4","2","3","8","1","5","8","1","7","5","5","4"
"11","1","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","3","4","4","1","1","2","1","2","3","4","4","1","1","1","8","8","6","6","6"
"12","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","3","2","4","2","3","3","2","4","3","1","4","6","2","4","3","6","7","1","3"
"13","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","4","3","1","2","3","1","2","2","2","2","2","7","8","3","5","4","6","7","2"
"14","2","1","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","4","2","1","1","4","4","4","4","5","2","3","1","8","4","5","1","7"
"15","1","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","2","1","4","1","2","2","1","4","3","2","4","1","3","8","2","6","4","7","6","3","5"
"16","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","3","1","2","4","1","1","1","1","1","1","2","8","3","8","3","1","2","7","4"
"17","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","4","1","3","3","2","3","2","4","3","1","3","2","8","2","8","2","8","7","1"
"18","2","1","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","3","3","3","2","4","3","3","1","2","4","2","5","6","1","4","6","1","8","1"
"19","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","2","4","2","3","1","2","4","3","2","1","7","7","1","8","3","5","1","4","1"
"20","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","3","4","1","2","3","4","1","2","3","3","1","8","4","2","4","1","2"
"21","2","2","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","3","3","2","4","2","3","1","3","4","2","7","6","8","2","7","5","5","6","2"
"22","2","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","3","3","1","3","2","3","3","1","2","4","6","2","1","6","5","4","8","5","4"
"23","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","4","2","4","4","4","1","3","2","6","2","1","5","2","7","3","4","2"
"24","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","3","4","2","3","2","1","2","2","2","2","1","3","2","1","2","8","5","1","4"
"25","1","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","4","1","4","3","3","4","3","2","4","1","7","3","5","1","5","1","3","2","8"
"26","1","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","3","1","2","4","8","8","8","7","3","3","3","1","6"
