"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","4","4","2","2","1","2","3","2","2","7","3","2","3","1","1","5","1"
"2","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","3","2","2","1","4","1","2","1","3","6","3","5","1","6","1","8","8"
"3","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","4","4","3","2","3","3","2","2","1","4","5","4","2","4","7","3","10"
"4","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","3","1","3","2","2","8","1","1","4","5","2","12"
"5","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","3","4","4","4","4","4","2","1","2","2","6","3","3","2","6","2","6"
"6","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","4","2","4","1","6","1","3","3","5","7","7","12"
"7","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","3","1","1","4","3","1","2","2","1","3","3","6","8","5","4","7"
"8","1","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","2","2","3","3","2","4","8","6","6","6","6","7","8","2"
"9","1","1","2","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","1","2","3","2","5","5","8","3","5","8","1","4"
"10","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","4","1","3","4","2","2","3","1","4","4","2","3","1","5","5","5","11"
"11","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","3","4","1","3","2","3","2","4","3","8","3","3","7","4","3","1","15"
"12","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","3","3","1","2","2","1","4","1","1","3","6","4","1","8","3","4","1"
"13","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","4","1","1","2","3","4","4","3","2","3","5","5","6","4","4","8","6"
"14","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","4","2","3","2","2","2","4","1","4","6","8","2","2","2","6","1","7"
"15","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","3","1","4","1","1","3","2","3","1","3","2","2","5","8","7","1","5"
"16","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","2","3","1","3","7","2","1","6","6","8","2","10"
"17","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","1","2","4","4","3","1","4","4","2","7","1","4","1","3","2","5","15"
"18","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","1","4","4","3","2","2","3","2","1","4","3","4","8","2","4","2","4"
"19","2","1","1","2","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","3","2","4","3","2","2","1","1","8","1","5","5","3","5","2","3"
"20","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","3","2","4","3","1","3","1","3","1","5","8","3","6","3","8","5","9"
"21","1","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","3","4","2","2","1","2","1","3","4","1","1","5","8","7","3","3","11"
"22","2","1","1","1","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","4","3","1","1","1","1","4","4","8","2","8","2","6","3","5","6"
"23","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","3","2","4","4","1","1","4","2","3","8","7","1","3","4","7","4","11"
"24","1","1","2","1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","3","4","2","1","1","4","4","2","2","4","2","7","1","8","4","6","9"
"25","1","2","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","3","3","4","4","4","3","1","8","5","7","1","3","1","3","7"
"26","1","1","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","4","4","1","3","2","3","4","1","1","2","1","8","4","6","1","7","5"
