"","A","B","C"
"1","1","2","6"
"2","1","2","2"
"3","2","1","4"
"4","1","1","3"
"5","1","1","5"
"6","2","2","1"
"7","2","2","3"
"8","1","2","4"
"9","2","1","2"
"10","2","1","6"
"11","1","1","1"
"12","2","2","5"
