"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85"
"1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","4","1","3","1","4","4","2","3","1","3","4","2","1","6","8"
"2","2","1","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","4","1","3","4","2","2","1","1","2","2","2","2","5","5","8"
"3","2","2","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","1","3","2","3","3","4","4","1","3","2","7","3","6"
"4","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","3","3","3","3","3","2","2","2","4","3","2","1","8","4","7"
"5","2","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","3","1","3","4","2","1","4","1","3","3","3","3","4","8","1"
"6","2","2","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","3","2","2","3","4","2","3","2","4","3","1","8","7","8"
"7","2","2","1","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","4","1","4","2","3","2","3","4","2","1","3","5","1","2"
"8","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","3","1","3","1","1","3","1","3","2","4","3","1","7","4","6"
"9","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","4","3","2","1","2","1","4","1","4","2","3","8","1","5"
"10","1","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","4","1","1","4","1","1","1","3","3","3","3","1","2","2"
"11","2","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","4","3","2","4","1","2","4","2","3","1","4","2","7","7"
"12","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","3","2","2","3","3","3","3","3","1","2","4","1","6","1"
"13","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","3","4","4","4","2","4","4","2","3","1","4","4","6","6"
"14","2","1","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","3","2","4","2","4","1","4","2","3","2","2","3"
"15","2","2","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","2","4","1","1","1","1","3","1","1","1","1","1","2","5","5"
"16","2","1","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","4","4","2","3","1","4","1","1","3","3","3","3","8","6","6"
"17","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","3","1","1","2","1","3","2","2","3","4","1","2","8","5","3"
"18","2","1","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","3","2","4","3","2","1","5","6","8"
"19","2","2","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","3","4","4","1","1","3","4","1","4","2","3","6","4","8"
"20","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","4","4","2","2","2","2","4","3","2","4","3","1","3","2","1"
"21","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","3","2","2","2","4","4","3","4","2","1","3","7","4","3"
"22","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","4","4","2","2","3","2","2","3","4","2","1","3","4","5","6"
"23","2","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","4","3","3","2","1","3","4","4","2","3","1","4","5","2","2"
"24","2","1","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","4","1","3","1","1","4","4","3","3","1","2","4","2","1","3"
"25","2","2","2","2","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","3","2","4","3","4","4","1","3","4","2","1","3","6","6","4"
"26","1","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","1","4","2","3","4","4","1","3","3","3","3","5","4","5"
"27","2","1","1","2","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","3","3","3","3","2","2","4","2","2","1","4","3","7","7","4"
"28","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","4","3","1","4","2","1","2","3","2","4","3","1","1","3","4"
"29","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","1","3","2","8","8","8"
"30","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","2","4","3","3","3","3","3","2","3","4","1","2","5","3","4"
"31","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","4","2","2","4","4","3","3","2","4","3","2","1","4","2","4"
"32","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","3","3","3","2","4","4","3","4","1","4","2","3","3","8","4"
"33","2","1","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","4","1","4","2","4","3","3","1","3","4","2","4","4","7"
"34","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","4","2","3","3","1","1","2","2","2","2","4","1","4"
"35","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","4","1","1","3","2","2","2","4","3","2","4","1","6","4","1"
"36","2","1","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","3","1","4","1","3","3","2","4","3","1","4","5","3"
"37","2","1","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","3","2","3","4","1","2","1","2","2","2","2","6","2","6"
"38","2","2","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","4","4","4","1","3","2","1","2","1","2","3","4","3","4","3"
"39","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","3","1","1","3","2","1","3","4","2","3","1","4","3","1","8"
"40","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","3","3","1","1","1","4","2","1","2","2","2","2","3","6","2"
"41","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","4","2","3","1","3","4","1","2","2","2","2","1","7","3"
"42","2","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","1","3","3","2","4","3","2","4","1","3","8","5"
"43","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","4","2","4","3","4","3","4","3","1","3","4","2","3","7","5"
"44","2","2","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","4","3","3","3","2","1","1","2","3","4","1","2","2","6","5"
"45","1","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","4","3","3","2","4","3","2","4","4","1","3","2","6","5","5"
"46","1","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","2","1","2","4","1","4","2","3","4","1","2","3","4","6"
"47","1","2","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","4","4","4","1","2","2","3","2","3","4","1","2","4","7","8"
"48","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","3","2","2","4","4","4","2","2","1","2","3","4","5","3","5"
