"","A","B","C"
"1","1","1","1"
"2","2","1","8"
"3","2","1","2"
"4","2","2","9"
"5","1","2","2"
"6","2","1","14"
"7","2","2","3"
"8","2","2","1"
"9","1","1","13"
"10","2","2","11"
"11","2","1","6"
"12","1","2","10"
"13","1","2","12"
"14","1","2","6"
"15","1","2","8"
"16","1","1","3"
"17","1","1","5"
"18","2","2","5"
"19","2","2","13"
"20","1","1","11"
"21","1","2","4"
"22","1","1","7"
"23","1","1","9"
"24","2","2","7"
"25","1","2","14"
"26","2","1","12"
"27","2","1","10"
"28","2","1","4"
