"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53"
"1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","5","2","5","7","8","3","1","1","7","8","13"
"2","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","7","5","8","7","4","4","4","8","1","5","6"
"3","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","7","4","5","1","7","7","8","6","3","1","14"
"4","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","7","3","3","5","2","3","7","4","7","6","15"
"5","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","3","3","4","3","1","4","4","1","5","7","14"
"6","1","2","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","7","4","7","2","2","2","6","1","1","3","5"
"7","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","6","3","7","7","5","2","7","6","4","7","16"
"8","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","8","5","7","4","2","1","8","7","5","1","11"
"9","2","1","1","2","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","3","1","5","3","2","1","3","8","4","5","12"
"10","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","4","8","5","1","2","2","1","2","8","7","6"
"11","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","3","7","2","1","4","2","8","4","6","6","1"
"12","1","1","2","2","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","3","5","5","2","6","6","5","2","1","6","16"
"13","1","1","2","2","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","4","5","6","5","8","7","1","1","5","2","1"
"14","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","8","3","4","4","6","3","3","1","8","14"
"15","1","1","2","2","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","5","4","2","8","2","7","4","3","4","8","4"
"16","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","6","5","4","5","7","1","4","2","6","8","5"
"17","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","6","5","7","1","6","8","5","4","2","5"
"18","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","1","4","3","1","8","1","5","5","4","7","10"
"19","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","7","3","1","6","7","6","5","7","5","8","8"
"20","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","4","3","1","7","6","8","6","5","3","1","12"
"21","1","1","2","1","1","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","4","7","3","5","7","6","2","8","4","4","7"
"22","1","1","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","3","7","4","2","5","7","6","7","8","8","10"
"23","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","1","1","1","5","4","3","2","7","8","11"
"24","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","7","8","5","4","3","4","2","4","2","2","10"
"25","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","3","8","6","6","4","3","5","1","4","3","11"
"26","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","4","7","1","6","2","3","4","3","2","2","16"
"27","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","5","8","4","6","3","5","8","2","3","5","15"
"28","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","8","2","3","6","6","7","3","4","2","7","5"
"29","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","1","2","4","4","6","6","4","1","6","8","3","7"
"30","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","3","2","3","7","7","5","4","2","8","2","9"
"31","1","2","1","2","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","1","5","4","8","6","3","3","4","4","1","9"
"32","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","8","8","6","7","1","1","6","3","6","6","7"
"33","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","7","2","4","1","8","6","7","3","6","3","12"
"34","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","4","4","7","3","3","4","5","3","7","6","9"
"35","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","5","1","1","4","8","2","4","4","1","1","7"
"36","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","1","2","2","5","6","5","6","4","8","7","7","6","7","9"
"37","1","2","1","1","1","2","2","1","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","4","8","7","2","7","7","3","5","6","5","13"
"38","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","4","6","7","8","8","3","7","1","4","15"
"39","1","2","1","1","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","7","2","2","2","1","3","5","8","8","1","3"
"40","2","2","2","1","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","7","6","2","3","5","8","3","2","5","2","7"
"41","1","2","1","2","1","1","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","3","6","1","5","6","7","8","3","7","3","6"
"42","2","2","2","1","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","3","4","8","8","1","1","1","4","3","2","8"
"43","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","5","3","8","4","7","3","3","5","8","3","1"
"44","2","1","1","2","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","8","7","4","3","8","5","5","5","2","1","6"
"45","1","1","2","1","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","6","2","8","3","3","7","7","5","1","2","11"
"46","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","4","4","5","4","6","5","7","8","5","8","2"
"47","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","3","1","7","4","7","8","1","3","2","7","3"
"48","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","6","6","6","1","2","5","3","8","2","3","8"
"49","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","6","7","8","8","3","6","2","2","4","14"
"50","2","2","2","2","1","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","4","2","2","3","4","1","6","6","2","8","15"
"51","1","2","1","2","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","5","3","6","3","2","6","1","2","6","1","10"
"52","1","1","2","1","1","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","8","1","3","5","3","1","8","3","6","5"
"53","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","8","1","7","1","6","6","2","1","8","2","15"
"54","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","8","7","2","4","1","4","7","2","4","3","13"
"55","1","2","1","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","1","7","5","8","5","2","4","5","5","3","15"
"56","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","6","8","3","6","2","2","1","6","8","3"
"57","2","1","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","4","1","2","1","8","7","2","2","5","1"
"58","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","4","6","4","1","1","3","2","7","1","5","4"
"59","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","5","7","8","1","3","8","5","3","5","4","5"
"60","1","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","8","1","5","2","3","3","4","6","6","4","8"
