"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55"
"1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","3","1","1","1","1","3","3","3","3","1","6","3","1","7","7","8","4","8"
"2","1","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","2","3","2","2","4","3","2","4","1","8","7","3","3","2","5","4","8","6"
"3","2","1","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","4","3","3","3","3","4","2","1","3","3","8","2","5","7","4","1","6","7"
"4","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","2","4","1","1","3","3","1","2","4","3","7","5","2","1","1","5","6","5"
"5","2","1","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","4","3","2","1","3","3","3","3","8","3","7","5","3","6","5","3","1"
"6","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","3","2","1","3","1","4","4","4","4","3","3","1","7","7","5","7","8","4"
"7","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","4","3","3","3","1","2","4","7","4","2","5","8","7","4","7","8"
"8","2","1","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","4","3","4","2","4","3","2","4","1","6","1","6","2","8","6","7","4","4"
"9","1","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","3","2","1","3","1","3","4","2","2","3","4","6","3","8","8","5","7"
"10","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","3","2","2","1","1","1","1","1","1","4","2","6","5","5","2","5","3","6"
"11","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","3","2","1","4","2","2","1","4","3","5","7","2","2","6","8","3","5","1"
"12","2","2","2","2","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","3","1","3","2","3","3","1","2","4","6","2","1","6","5","4","8","5","4"
"13","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","4","3","1","4","1","4","4","4","4","8","4","4","2","5","7","1","3","3"
"14","2","1","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","4","4","3","2","4","1","4","2","3","7","5","3","6","6","3","6","3","2"
"15","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","4","3","8","5","1","1","7","3","7","7","5"
"16","2","1","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","3","3","1","1","4","4","1","3","2","7","4","2","6","3","4","7","2","6"
"17","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","4","3","1","3","2","2","1","4","3","2","8","3","7","8","6","5","2","2"
"18","2","2","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","2","3","4","1","2","3","4","1","2","3","3","1","8","4","2","4","1","2"
"19","2","1","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","3","1","3","1","4","1","4","2","3","4","6","2","3","8","1","4","8","1"
"20","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","1","4","3","3","4","3","2","4","1","7","3","5","1","5","1","3","2","8"
"21","2","1","1","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","1","2","3","4","2","2","1","4","3","7","1","7","3","4","7","8","1","7"
"22","2","2","1","1","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","4","4","3","1","3","3","1","2","4","1","1","4","3","7","2","2","2","3"
"23","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","3","4","4","3","2","4","1","4","4","8","8","7","3","5","5","7"
"24","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","4","3","2","1","2","3","4","1","2","1","5","8","5","6","1","7","5","8"
"25","2","2","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","4","2","2","3","4","1","2","8","4","4","1","2","4","6","6","1"
