"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69"
"1","2","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","3","3","3","1","3","1","4","2","2","2","3","4","1","2","3","3","4","3","8"
"2","2","2","1","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","3","4","3","4","2","4","2","3","4","3","1","3","4","2","4","6","2","6","7"
"3","2","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","1","4","1","2","3","1","4","4","4","4","3","5","8","6","5"
"4","1","1","2","1","1","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1","3","2","4","3","2","4","1","4","6","7","8","8"
"5","1","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","3","1","4","1","1","4","2","4","3","2","1","7","1","3","3","8"
"6","1","1","1","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","3","4","1","2","2","2","1","1","4","4","1","4","2","3","3","7","2","2","2"
"7","1","1","2","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","3","2","3","4","1","4","1","2","2","2","2","6","4","5","8","5"
"8","2","2","2","2","2","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","4","2","2","1","2","2","2","1","1","3","3","3","3","8","1","2","1","2"
"9","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","3","2","1","3","4","1","4","4","4","3","2","4","1","2","1","1","6","1"
"10","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","3","3","1","3","3","3","3","4","2","1","3","3","3","3","4","2","4","7","1"
"11","2","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","3","1","1","2","2","3","4","1","4","4","4","4","8","4","3","7","1"
"12","2","2","2","1","1","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","4","3","2","4","3","2","4","2","1","4","4","4","4","6","7","5","5","8"
"13","2","2","1","1","2","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","3","4","2","4","3","1","2","1","3","3","2","4","3","1","2","4","5","2","1"
"14","1","1","2","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","4","4","2","2","4","2","3","2","4","3","4","2","1","3","7","5","8","4","1"
"15","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","4","2","4","1","2","2","1","4","1","4","2","3","1","4","3","6","3","8","1"
"16","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","3","2","3","4","1","1","1","4","4","1","3","2","2","4","4","4","2"
"17","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","3","3","3","1","2","4","1","4","4","2","3","1","4","5","2","7","4","7"
"18","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","2","2","2","3","2","2","4","2","4","4","1","3","2","5","5","7","1","6"
"19","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","4","3","2","4","2","2","1","2","3","3","1","3","4","2","7","3","5","7","3"
"20","2","2","1","1","2","1","1","1","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","3","1","4","2","4","4","2","2","4","1","2","2","2","2","5","6","4","3","2"
"21","2","2","1","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","4","1","4","3","4","2","3","4","2","4","3","2","4","1","3","4","2","3","3"
"22","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","4","2","1","2","4","2","1","3","3","1","2","2","2","2","2","3","7","2","6"
"23","1","1","2","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","4","4","4","1","4","1","4","1","2","3","4","1","2","7","4","2","5","7"
"24","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","4","2","4","3","4","1","1","3","2","4","3","1","3","1","6","7","3"
"25","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","3","3","4","3","2","4","1","1","1","1","1","3","3","5","1","7"
"26","1","1","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","1","4","1","4","4","1","1","2","2","2","4","3","2","1","5","6","5","1","1"
"27","2","2","2","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","4","1","3","2","2","4","4","1","4","2","3","4","1","2","1","8","6","1","1"
"28","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","3","3","2","1","2","4","4","4","1","2","4","3","2","1","1","5","7","7","2"
"29","2","2","2","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","3","4","1","1","1","3","1","4","1","1","2","2","2","2","4","8","1","4","3"
"30","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","1","2","2","4","2","3","4","4","4","2","1","3","2","2","1","4","3","1","2","7","6","3"
"31","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","1","3","1","1","1","4","3","3","4","3","2","4","3","1","6","3","7","8","2"
"32","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","3","2","1","4","3","1","4","4","4","1","4","4","4","4","7","6","6","4","6"
"33","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","3","4","3","2","2","4","2","3","4","1","2","2","2","3","6","6"
"34","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","1","2","4","1","3","4","2","3","2","4","3","1","8","8","1","6","7"
"35","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","4","2","1","1","4","1","3","3","1","2","4","8","2","4","1","5"
"36","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","4","3","4","1","1","1","2","1","2","1","2","2","2","2","7","1","6","1","7"
"37","1","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","4","2","1","1","3","3","1","2","2","4","1","4","2","3","1","4","8","4","7"
