"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65"
"1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","1","1","1","1","1","1","2","2","1","3","2","4","2","3","1","4","3","3","3","1","2","3"
"2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","4","4","1","2","2","1","3","3","1","4","1","5"
"3","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","3","3","4","2","1","4","3","2","1","1","2","1"
"4","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2","1","1","1","1","4","2","3","2","1","2","4","1","3","1","4","1","6"
"5","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","2","2","1","1","2","2","2","2","1","3","1","1","2","4","3","2","1","4","1","3","2","6"
"6","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","1","1","1","2","2","4","1","4","3","1","4","2","3","3","2","4","2","5"
"7","1","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","3","3","3","2","3","4","2","7"
"8","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2"
"9","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","1","1","1","1","1","1","1","4","4","2","2","2","3","3","3","3","4","3","4","2"
"10","2","1","1","2","1","2","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","3","4","1","3","2","2","4","1","1","4","3","1","7"
"11","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","4","3","1","3","4","2","4","3","3","3","1"
"12","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","3","1","4","4","2","3","1","2","3","3","3"
"13","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","3","2","3","4","2","3","1","4","3","2","2","4","7"
"14","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","4","1","3","1","4","2","3","4","3","3","3","4","1"
"15","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","1","1","2","2","1","2","2","1","1","1","3","3","3","2","2","2","3","2","1","4","8"
"16","1","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","2","1","2","1","1","1","2","1","2","4","2","2","1","3","4","1","2","2","3","3","2","7"
"17","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","2","2","4","3","1","4","3","4","2","2","4","2","3","5"
"18","2","1","1","1","2","1","1","2","1","2","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","3","4","3","2","1","4","1","2","2","2","1","1","2"
"19","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","1","1","1","2","1","2","1","1","1","2","4","4","3","1","2","3","4","2","1","3","4","3"
"20","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","2","4","4","2","8"
"21","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","4","3","1","3","4","2","2","1","1","1","2"
"22","2","1","2","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","3","3","1","1","1","4","4","4","1","2","3","4","3"
"23","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","4","2","1","3","2","1","2","4","2","2","2","1","1"
"24","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","4","4","1","2","2","1","3","1","3","2","3","6"
"25","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","1","2","2","4","1","4","3","1","4","2","3","1","4","2","4","6"
"26","2","1","1","1","2","2","2","1","2","2","2","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","3","3","3","4","1","2","4","8"
"27","2","1","1","1","2","1","1","2","1","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","1","1","1","2","2","1","2","1","2","4","3","4","1","2","3","2","1","2","2","3","3","4"
"28","1","2","2","1","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","3","4","1","3","2","2","4","1","3","2","1","3","8"
"29","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","3","2","3","4","2","3","1","4","1","4","4","2","8"
"30","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","1","2","1","2","3","4","1","4","3","4","2","1","3","7"
"31","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","4","2","3","3","1","4","1","2","1","1","1"
"32","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","1","2","1","4","1","2","4","1","3","2","3","4","2","2","3"
"33","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","1","2","1","2","2","1","1","1","2","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","4","4","4","1","1","1","3","2","3","2","6"
"34","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","4","1","3","1","4","2","3","4","1","1","1","2","2"
"35","2","1","2","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","1","1","2","2","2","1","1","1","1","1","1","1","4","4","2","2","2","3","3","3","1","2","1","2","1"
"36","1","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","1","1","1","2","1","2","2","1","2","1","1","2","2","2","4","4","4","2","3","2","4","5"
"37","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","2","2","2","1","2","2","4","1","4","3","4","2","3","3","3","4","3","2"
"38","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","4","4","4"
"39","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","2","4","4","3","3","3","1","1","1","2","1","4","4","3"
"40","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","2","2","4","7"
"41","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","1","2","2","3","2","2","3","4","4","3","1","3","3","4","3","1"
"42","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","2","2","1","2","2","1","1","1","1","2","3","1","3","2","4","1","2","3","1","3","2","5"
"43","1","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","3","3","1","1","1","4","4","4","3","4","1","2","4"
"44","1","2","2","1","2","1","1","1","2","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","4","3","2","4","1","1","3","2","3","2","3","1","6"
"45","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","2","1","2","1","1","1","2","1","2","4","2","2","1","3","4","1","2","4","1","1","4","8"
"46","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","2","4","4","3","3","3","1","1","1","4","3","2","2","4"
"47","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","2","1","2","2","2","2","1","1","1","1","3","4","2","1","3","1","2","4","4","1","3","1","5"
"48","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","3","4","3","2","1","4","1","2","4","4","3","3","1"
"49","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","3","3","3","3","3","3","3","3","2","4","2","4","6"
"50","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","2","2","1","2","3","2","1","3","2","4","1","1","2","2","2","2"
"51","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","4","2","1","3","2","1","2","4","4","4","4","3","2"
"52","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","4","2","4","1","3","2","1","1","3","3","2","8"
"53","1","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","2","1","1","1","2","1","2","1","2","2","4","3","1","2","4","2","1","3","2","3","3","1","8"
"54","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","3","3","2","1","1","2","4","1","3","4","1","8"
"55","2","2","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","3","4","2","4","3","1","4","3","1","1","3"
"56","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","2","1","1","1","1","1","1","2","2","1","3","2","4","2","3","1","4","3","1","1","3","4","4"
"57","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","4","4","2","2","3"
"58","2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","3","3","4","2","1","4","3","4","3","3","4","2"
"59","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","1","2","1","2","2","3","1","4","1","2","1","3","2","3","1","2","3","8"
"60","2","2","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","3","1","2","4","1","2","1","3","2","2","4","3","3"
